Protein,Test_Methods,Test_Statistics,P_Value,Fold_Change,Adjusted_P_Value
sp|A0A075B6H7|KV37_HUMAN,wilcoxon_signed_rank,159.0,0.3272097110748291,1.100659798648784,0.46540586942741696
sp|A0A075B6H9|LV469_HUMAN,wilcoxon_signed_rank,150.0,0.23591722548007965,1.1477510370561712,0.36392374319476123
sp|A0A075B6I0|LV861_HUMAN,wilcoxon_signed_rank,169.0,0.4514767527580261,1.1285588279338061,0.5881207753761584
sp|A0A075B6I1|LV460_HUMAN,wilcoxon_signed_rank,159.0,0.3272097110748291,1.3448879075619595,0.46540586942741696
sp|A0A075B6I4|LVX54_HUMAN,wilcoxon_signed_rank,196.0,0.8841757625341415,1.0391479501874779,0.9254437261507842
sp|A0A075B6I9|LV746_HUMAN,wilcoxon_signed_rank,153.0,0.26417163759469986,1.119516319251535,0.3966707411817787
sp|A0A075B6J1|LV537_HUMAN,wilcoxon_signed_rank,200.0,0.9553221687674522,1.0056658744994937,0.9737874018511052
sp|A0A075B6J9|LV218_HUMAN,wilcoxon_signed_rank,198.0,0.9196710959076881,1.0317222152538383,0.9493442867844688
sp|A0A075B6K4|LV310_HUMAN,wilcoxon_signed_rank,198.0,0.9196710959076881,1.0878346129613425,0.9493442867844688
sp|A0A075B6K5|LV39_HUMAN,wilcoxon_signed_rank,176.0,0.551873967051506,1.1102040663042054,0.6744189375808957
sp|A0A075B6Q5|HV364_HUMAN,wilcoxon_signed_rank,147.0,0.20980393886566162,1.1570010008351956,0.3332833838518074
sp|A0A075B6R2|HV404_HUMAN,wilcoxon_signed_rank,194.0,0.8489041775465012,1.0630834607078645,0.903502139730685
sp|A0A075B6S2|KVD29_HUMAN / sp|A2NJV5|KV229_HUMAN,wilcoxon_signed_rank,185.0,0.6947018131613731,1.022460787393326,0.7922704375858911
sp|A0A075B6S9|KV137_HUMAN / sp|P0DSN7|KVD37_HUMAN,wilcoxon_signed_rank,113.0,0.040213532745838165,1.4893951338132916,0.09446145063498647
sp|A0A087WSX0|LV545_HUMAN,wilcoxon_signed_rank,200.0,0.9553221687674522,0.9295200653432732,0.9737874018511052
sp|A0A087WSY6|KVD15_HUMAN,wilcoxon_signed_rank,147.0,0.20980393886566162,1.2440303250890459,0.3332833838518074
sp|A0A087WSZ0|KVD08_HUMAN,wilcoxon_signed_rank,181.0,0.6295278295874596,1.1252587113249901,0.7401038839270501
sp|A0A087WT02|TVA92_HUMAN,wilcoxon_signed_rank,73.0,0.0022339224815368652,1.4937348261561059,0.010104235616301053
sp|A0A0A0MS14|HV145_HUMAN,wilcoxon_signed_rank,180.0,0.6136380508542061,0.9256287195984628,0.7267643154119781
sp|A0A0A0MS15|HV349_HUMAN,wilcoxon_signed_rank,163.0,0.3740789592266083,1.0833200650815753,0.5127691874688641
sp|A0A0A0MT36|KVD21_HUMAN,wilcoxon_signed_rank,169.0,0.4514767527580261,1.1504747451742772,0.5881207753761584
sp|A0A0A0MT89|KJ01_HUMAN,wilcoxon_signed_rank,151.0,0.2450956031680107,1.151199766689048,0.374948613198369
sp|A0A0B4J1U3|LV136_HUMAN,wilcoxon_signed_rank,166.0,0.4117337390780449,1.1874477661291933,0.5497802487021529
sp|A0A0B4J1U7|HV601_HUMAN,wilcoxon_signed_rank,185.0,0.6947018131613731,0.9259259743314968,0.7922704375858911
sp|A0A0B4J1V0|HV315_HUMAN,wilcoxon_signed_rank,177.0,0.5670346617698669,1.0635562293652858,0.6866513605434245
sp|A0A0B4J1V2|HV226_HUMAN,wilcoxon_signed_rank,173.0,0.5075842142105103,1.0648700616310278,0.6355065598737905
sp|A0A0B4J1V6|HV373_HUMAN,wilcoxon_signed_rank,144.0,0.18578492105007172,1.1094498349114126,0.3032591279317327
sp|A0A0B4J1X5|HV374_HUMAN,wilcoxon_signed_rank,155.0,0.2842133492231369,1.1146616305932855,0.4189004493003176
sp|A0A0B4J1X8|HV343_HUMAN,wilcoxon_signed_rank,141.0,0.1637990102171898,1.1487900570560208,0.27465808876041015
sp|A0A0B4J1Y8|LV949_HUMAN,wilcoxon_signed_rank,200.0,0.9553221687674522,1.0135278631702929,0.9737874018511052
sp|A0A0B4J1Y9|HV372_HUMAN,wilcoxon_signed_rank,184.0,0.6781789660453796,1.0904286499280949,0.7801008768101095
sp|A0A0B4J271|TVAL3_HUMAN,wilcoxon_signed_rank,98.0,0.01563260704278946,0.7383931334846524,0.0457444397550894
sp|A0A0B4J2D5|GAL3B_HUMAN / sp|P0DPI2|GAL3A_HUMAN,wilcoxon_signed_rank,79.0,0.003738619387149811,1.1747847419145456,0.014938912938328011
sp|A0A0B4J2D9|KVD13_HUMAN / sp|P0DP09|KV113_HUMAN,wilcoxon_signed_rank,155.0,0.2842133492231369,1.3961950771372413,0.4189004493003176
sp|A0A0C4DH24|KV621_HUMAN,wilcoxon_signed_rank,168.0,0.43800119310617447,1.1970806916142553,0.5758815686894606
sp|A0A0C4DH25|KVD20_HUMAN,wilcoxon_signed_rank,190.0,0.7792982533574104,1.07945997840508,0.8552143420677367
sp|A0A0C4DH29|HV103_HUMAN,wilcoxon_signed_rank,199.0,0.9374814853072166,0.9467730938723564,0.9629652499977166
sp|A0A0C4DH31|HV118_HUMAN,wilcoxon_signed_rank,136.0,0.13146880269050598,1.1533334739380217,0.23454229892629674
sp|A0A0C4DH32|HV320_HUMAN,wilcoxon_signed_rank,153.0,0.26417163759469986,1.1176767184936338,0.3966707411817787
sp|A0A0C4DH33|HV124_HUMAN,wilcoxon_signed_rank,197.0,0.9018996506929398,0.942171188929071,0.9382649953772854
sp|A0A0C4DH34|HV428_HUMAN,wilcoxon_signed_rank,135.0,0.12562106549739838,0.8907851107173043,0.2265522334919259
sp|A0A0C4DH35|HV335_HUMAN,wilcoxon_signed_rank,172.0,0.49323366582393646,1.072237046158945,0.6233943540397869
sp|A0A0C4DH36|HV338_HUMAN,wilcoxon_signed_rank,192.0,0.813923291862011,1.0420145925406705,0.8779541194978175
sp|A0A0C4DH38|HV551_HUMAN,wilcoxon_signed_rank,169.0,0.4514767527580261,1.0700682425673458,0.5881207753761584
sp|A0A0C4DH43|HV70D_HUMAN,wilcoxon_signed_rank,155.0,0.2842133492231369,1.132202446273919,0.4189004493003176
sp|A0A0C4DH55|KVD07_HUMAN,wilcoxon_signed_rank,187.0,0.7281656339764595,1.032820965446752,0.8189516938019755
sp|A0A0C4DH67|KV108_HUMAN,wilcoxon_signed_rank,200.0,0.9553221687674522,1.0171065379640716,0.9737874018511052
sp|A0A0C4DH68|KV224_HUMAN / sp|A0A075B6R9|KVD24_HUMAN,wilcoxon_signed_rank,186.0,0.7113664001226425,1.1032776364325128,0.805532646103955
sp|A0A0C4DH72|KV106_HUMAN,wilcoxon_signed_rank,134.0,0.1199713721871376,1.303479960278846,0.21899681062231777
sp|A0A0C4DH73|KV112_HUMAN / sp|P01611|KVD12_HUMAN,wilcoxon_signed_rank,196.0,0.8841757625341415,1.060924738169851,0.9254437261507842
sp|A0A0J9YVY3|HV741_HUMAN,wilcoxon_signed_rank,77.0,0.003160528838634491,1.3251547521288405,0.013166126646360174
sp|A0A0J9YX35|HV64D_HUMAN,wilcoxon_signed_rank,139.0,0.15023531019687653,1.1574808093159272,0.25804554532384055
sp|A0A0J9YXX1|HV5X1_HUMAN,wilcoxon_signed_rank,169.0,0.4514767527580261,1.169082797667837,0.5881207753761584
sp|A0A0U1RRL7|MMPOS_HUMAN,wilcoxon_signed_rank,129.0,0.09456419944763184,1.3187953575066054,0.18343314193580648
sp|A0A1B0GUA7|TEX51_HUMAN,wilcoxon_signed_rank,189.0,0.7621389999985695,0.5673658726378529,0.8415796274719594
sp|A0A1B0GVR7|F240C_HUMAN,wilcoxon_signed_rank,133.0,0.11451615393161774,1.3082711778860834,0.2115331111308058
sp|A0AV96|RBM47_HUMAN,wilcoxon_signed_rank,159.0,0.3272097110748291,0.8760949568447516,0.46540586942741696
sp|A0AVT1|UBA6_HUMAN,wilcoxon_signed_rank,145.0,0.1935620754957199,1.1571663089318704,0.31381905415674316
sp|A0FGR8|ESYT2_HUMAN,wilcoxon_signed_rank,72.0,0.0020434409379959106,0.7399690254555101,0.009493197542538603
sp|A0M8Q6|IGLC7_HUMAN,wilcoxon_signed_rank,185.0,0.6947018131613731,1.016176143032409,0.7922704375858911
sp|A0MZ66|SHOT1_HUMAN,wilcoxon_signed_rank,123.0,0.06981273740530014,1.1081383221731183,0.14617422635603639
sp|A1L0T0|HACL2_HUMAN,wilcoxon_signed_rank,178.0,0.5823858305811882,0.9317116979323677,0.6976708938989321
sp|A1L4H1|SRCRL_HUMAN,wilcoxon_signed_rank,42.0,8.20159912109375e-05,1.7268359643671785,0.0008707848270382502
sp|A1X283|SPD2B_HUMAN,wilcoxon_signed_rank,182.0,0.6455853804945946,0.9690022657740244,0.7550973046535607
sp|A1Z1Q3|MACD2_HUMAN,wilcoxon_signed_rank,185.0,0.6947018131613731,0.9799446470750981,0.7922704375858911
sp|A2A2Z9|AN18B_HUMAN,wilcoxon_signed_rank,12.0,5.21540641784668e-07,2.3919063520287547,3.575533628463746e-05
sp|A2RUB1|MEIOC_HUMAN,wilcoxon_signed_rank,164.0,0.38639477640390396,0.9201847968189073,0.5251510993946007
sp|A2RUC4|TYW5_HUMAN,wilcoxon_signed_rank,173.0,0.5075842142105103,1.3989526189972152,0.6355065598737905
sp|A2VCK2|DCD2B_HUMAN,wilcoxon_signed_rank,90.0,0.008859716355800629,1.3632550573180262,0.029464850167350808
sp|A4D0S4|LAMB4_HUMAN,wilcoxon_signed_rank,27.0,9.395182132720947e-06,1.992835346796516,0.0002178139084779122
sp|A4D126|ISPD_HUMAN,wilcoxon_signed_rank,132.0,0.10925160348415375,0.8501285694893458,0.20496420841299995
sp|A4D1P6|WDR91_HUMAN,wilcoxon_signed_rank,96.0,0.01362369954586029,0.7818590825869955,0.04101639530776884
sp|A4FU69|EFCB5_HUMAN,wilcoxon_signed_rank,53.0,0.0003059804439544678,2.3036677961034315,0.0022556069900729506
sp|A4UGR9|XIRP2_HUMAN,wilcoxon_signed_rank,114.0,0.042608387768268585,0.6686277197291027,0.09873377735389711
sp|A5A3E0|POTEF_HUMAN,wilcoxon_signed_rank,180.0,0.6136380508542061,1.0801283146495138,0.7267643154119781
sp|A5D8V6|VP37C_HUMAN,wilcoxon_signed_rank,113.0,0.040213532745838165,1.1467783433171057,0.09446145063498647
sp|A5D8V7|ODAD3_HUMAN,wilcoxon_signed_rank,72.0,0.0020434409379959106,1.3370817253411686,0.009493197542538603
sp|A5YM72|CRNS1_HUMAN,wilcoxon_signed_rank,62.0,0.0007921457290649414,0.5079016344818856,0.0046303378243394075
sp|A6NC98|CC88B_HUMAN,wilcoxon_signed_rank,127.0,0.08565542846918106,1.527332806843966,0.16957937344207918
sp|A6NDG6|PGP_HUMAN,wilcoxon_signed_rank,24.0,5.677342414855957e-06,1.4365089418224841,0.0001530649789263693
sp|A6NED2|RCCD1_HUMAN,wilcoxon_signed_rank,133.0,0.11451615393161774,1.2018889615000776,0.2115331111308058
sp|A6NES4|MRO2A_HUMAN,wilcoxon_signed_rank,193.0,0.831373319029808,0.6449076042418254,0.8895787197378036
sp|A6NHX0|CAST2_HUMAN,wilcoxon_signed_rank,203.0,1.0,0.8358150606756296,1.0
sp|A6NIH7|U119B_HUMAN,wilcoxon_signed_rank,41.0,7.204711437225342e-05,0.6683984210283664,0.0007985083184121112
sp|A6NMZ7|CO6A6_HUMAN,wilcoxon_signed_rank,181.0,0.6295278295874596,1.0090554917236199,0.7401038839270501
sp|A6NNZ2|TBB8B_HUMAN,wilcoxon_signed_rank,191.0,0.7965622618794441,1.029783562798983,0.867219213874649
sp|A6ZKI3|RTL8C_HUMAN,wilcoxon_signed_rank,183.0,0.6618045940995216,0.9181952456129355,0.7678917425250494
sp|A8MQB3|CQ051_HUMAN,wilcoxon_signed_rank,186.0,0.7113664001226425,0.8004926636473544,0.805532646103955
sp|A8MT70|ZBBX_HUMAN,wilcoxon_signed_rank,171.0,0.479096382856369,0.7037390061000667,0.6114849843956688
sp|A8MVU1|NCF1C_HUMAN / sp|P14598|NCF1_HUMAN / sp|A6NI72|NCF1B_HUMAN,wilcoxon_signed_rank,135.0,0.12562106549739838,0.9656640781655053,0.2265522334919259
sp|A8MXV4|NUD19_HUMAN,wilcoxon_signed_rank,116.0,0.04774715006351471,1.180017400994497,0.10762732416853316
sp|B3EWG6|FM25G_HUMAN / sp|A8MYX2|FM25E_HUMAN / sp|B3EWG5|FM25C_HUMAN / sp|B3EWG3|FM25A_HUMAN,wilcoxon_signed_rank,89.0,0.008224666118621826,1.2019998921989765,0.02787441575089417
sp|B5ME19|EIFCL_HUMAN / sp|Q99613|EIF3C_HUMAN,wilcoxon_signed_rank,153.0,0.26417163759469986,0.9022544325494741,0.3966707411817787
sp|B7ZW38|HNRC3_HUMAN / sp|P0DMR1|HNRC4_HUMAN / sp|O60812|HNRC1_HUMAN,wilcoxon_signed_rank,44.0,0.00010570138692855835,0.36637264021704347,0.0010458988780827866
sp|B9A064|IGLL5_HUMAN,wilcoxon_signed_rank,171.0,0.479096382856369,1.0746009748800502,0.6114849843956688
sp|C9JLW8|MCRI1_HUMAN,wilcoxon_signed_rank,114.0,0.042608387768268585,1.2354706516345029,0.09873377735389711
sp|CAH2_HUMAN|P00918,wilcoxon_signed_rank,140.0,0.156909741461277,1.2563662540971825,0.26570566311667904
sp|E9PAV3|NACAM_HUMAN / sp|Q13765|NACA_HUMAN,wilcoxon_signed_rank,92.0,0.01025690883398056,1.1771049057414813,0.0329912235216305
sp|GSTP1_HUMAN|P09211,wilcoxon_signed_rank,188.0,0.7450922578573227,1.0083904728424329,0.8300134042379971
sp|HBA_HUMAN|P69905,wilcoxon_signed_rank,148.0,0.21827305853366852,1.0604334463673233,0.3435527739924812
sp|HBB_HUMAN|P68871,wilcoxon_signed_rank,170.0,0.46517620980739594,0.9596155240851008,0.6001023201251863
sp|L0R6Q1|S35U4_HUMAN,wilcoxon_signed_rank,167.0,0.4247525781393051,1.0782413961670134,0.5634017751493988
sp|L0R8F8|MIDUO_HUMAN,wilcoxon_signed_rank,113.0,0.040213532745838165,2.3153375233549807,0.09446145063498647
sp|MYG_HUMAN|P02144,wilcoxon_signed_rank,192.0,0.813923291862011,0.7517458718800528,0.8779541194978175
sp|NQO2_HUMAN|P16083,wilcoxon_signed_rank,56.0,0.0004249662160873413,1.5057844247980363,0.002909290828820472
sp|O00115|DNS2A_HUMAN,wilcoxon_signed_rank,126.0,0.08145394921302795,1.1052387999505005,0.1636924213874879
sp|O00116|ADAS_HUMAN,wilcoxon_signed_rank,178.0,0.5823858305811882,1.119243207128183,0.6976708938989321
sp|O00142|KITM_HUMAN,wilcoxon_signed_rank,39.0,5.529820919036865e-05,1.400523000433992,0.000671838242796403
sp|O00151|PDLI1_HUMAN,wilcoxon_signed_rank,82.0,0.004778154194355011,1.2931783523878855,0.01811245022014984
sp|O00154|BACH_HUMAN,wilcoxon_signed_rank,184.0,0.6781789660453796,0.9250316841554156,0.7801008768101095
sp|O00159|MYO1C_HUMAN,wilcoxon_signed_rank,193.0,0.831373319029808,0.937920203451644,0.8895787197378036
sp|O00160|MYO1F_HUMAN,wilcoxon_signed_rank,132.0,0.10925160348415375,0.7745843157948099,0.20496420841299995
sp|O00161|SNP23_HUMAN,wilcoxon_signed_rank,187.0,0.7281656339764595,0.9760122877156188,0.8189516938019755
sp|O00170|AIP_HUMAN,wilcoxon_signed_rank,64.0,0.0009657368063926697,0.6435521407575916,0.0053890359696260725
sp|O00178|GTPB1_HUMAN,wilcoxon_signed_rank,195.0,0.8665077835321426,1.0698404281216296,0.9153358690668616
sp|O00182|LEG9_HUMAN,wilcoxon_signed_rank,102.0,0.020409412682056427,0.650920771167465,0.05661547483305711
sp|O00186|STXB3_HUMAN,wilcoxon_signed_rank,50.0,0.00021760910749435425,0.31933554410414,0.0017463312823836224
sp|O00187|MASP2_HUMAN,wilcoxon_signed_rank,114.0,0.042608387768268585,0.7432723202726236,0.09873377735389711
sp|O00192|ARVC_HUMAN,wilcoxon_signed_rank,40.0,6.318092346191406e-05,2.014611845722706,0.0007359350769265184
sp|O00193|SMAP_HUMAN,wilcoxon_signed_rank,73.0,0.0022339224815368652,0.6400244766597613,0.010104235616301053
sp|O00194|RB27B_HUMAN,wilcoxon_signed_rank,196.0,0.8841757625341415,0.9584568101467392,0.9254437261507842
sp|O00203|AP3B1_HUMAN,wilcoxon_signed_rank,66.0,0.0011721327900886536,0.7074373808541476,0.006222417322605585
sp|O00214|LEG8_HUMAN,wilcoxon_signed_rank,192.0,0.813923291862011,0.9066035374581111,0.8779541194978175
sp|O00217|NDUS8_HUMAN,wilcoxon_signed_rank,45.0,0.00011970102787017822,0.6782637107940349,0.0011375153123742284
sp|O00231|PSD11_HUMAN,wilcoxon_signed_rank,191.0,0.7965622618794441,1.0456441911756962,0.867219213874649
sp|O00232|PSD12_HUMAN,wilcoxon_signed_rank,172.0,0.49323366582393646,0.8838297984001631,0.6233943540397869
sp|O00233|PSMD9_HUMAN,wilcoxon_signed_rank,29.0,1.2949109077453613e-05,1.5369547024880934,0.000261104094381092
sp|O00244|ATOX1_HUMAN,wilcoxon_signed_rank,45.0,0.00011970102787017822,1.6082401429234883,0.0011375153123742284
sp|O00264|PGRC1_HUMAN,wilcoxon_signed_rank,144.0,0.18578492105007172,0.9071243574074885,0.3032591279317327
sp|O00267|SPT5H_HUMAN,wilcoxon_signed_rank,60.0,0.0006467849016189575,0.6900595543917653,0.003964138879782091
sp|O00273|DFFA_HUMAN,wilcoxon_signed_rank,177.0,0.5670346617698669,0.9526718985018802,0.6866513605434245
sp|O00291|HIP1_HUMAN,wilcoxon_signed_rank,140.0,0.156909741461277,1.1695737564258766,0.26570566311667904
sp|O00299|CLIC1_HUMAN,wilcoxon_signed_rank,143.0,0.17823376506567,0.9134462697382207,0.2935291141215341
sp|O00303|EIF3F_HUMAN,wilcoxon_signed_rank,148.0,0.21827305853366852,0.9054853085773805,0.3435527739924812
sp|O00330|ODPX_HUMAN,wilcoxon_signed_rank,203.0,1.0,0.9958786116316439,1.0
sp|O00339|MATN2_HUMAN,wilcoxon_signed_rank,167.0,0.4247525781393051,0.9508514735517674,0.5634017751493988
sp|O00391|QSOX1_HUMAN,wilcoxon_signed_rank,93.0,0.01102352887392044,1.1930858969949132,0.03484974642025309
sp|O00399|DCTN6_HUMAN,wilcoxon_signed_rank,115.0,0.0451183095574379,1.1262625857551025,0.10320436966927764
sp|O00401|WASL_HUMAN,wilcoxon_signed_rank,172.0,0.49323366582393646,1.012612427142748,0.6233943540397869
sp|O00418|EF2K_HUMAN,wilcoxon_signed_rank,107.0,0.028050199151039124,0.8105333818558073,0.07137481745802585
sp|O00422|SAP18_HUMAN,wilcoxon_signed_rank,123.0,0.06981273740530014,0.7869884719785312,0.14617422635603639
sp|O00423|EMAL1_HUMAN,wilcoxon_signed_rank,11.0,4.0978193283081055e-07,0.6998801748787935,2.9351395457538207e-05
sp|O00425|IF2B3_HUMAN,wilcoxon_signed_rank,109.0,0.03170907497406006,0.7138994895286344,0.0786011626035714
sp|O00442|RTCA_HUMAN,wilcoxon_signed_rank,169.0,0.4514767527580261,1.0588926769341969,0.5881207753761584
sp|O00461|GOLI4_HUMAN,wilcoxon_signed_rank,166.0,0.4117337390780449,0.9366086407381538,0.5497802487021529
sp|O00468|AGRIN_HUMAN,wilcoxon_signed_rank,30.0,1.5139579772949219e-05,0.47985682897213877,0.0002783710472428479
sp|O00469|PLOD2_HUMAN,wilcoxon_signed_rank,106.0,0.026356667280197144,1.1802053101716208,0.06818633222515692
sp|O00478|BT3A3_HUMAN,wilcoxon_signed_rank,116.0,0.04774715006351471,0.6992398543659791,0.10762732416853316
sp|O00479|HMGN4_HUMAN,wilcoxon_signed_rank,171.0,0.479096382856369,0.8821769657666101,0.6114849843956688
sp|O00483|NDUA4_HUMAN,wilcoxon_signed_rank,53.0,0.0003059804439544678,0.6297756310697531,0.0022556069900729506
sp|O00487|PSDE_HUMAN,wilcoxon_signed_rank,131.0,0.10417398810386658,1.110691211362297,0.19728925371367628
sp|O00499|BIN1_HUMAN,wilcoxon_signed_rank,114.0,0.042608387768268585,1.1112685924704715,0.09873377735389711
sp|O00505|IMA4_HUMAN,wilcoxon_signed_rank,158.0,0.3160962611436844,0.9330136020748941,0.45322556236287465
sp|O00533|NCHL1_HUMAN,wilcoxon_signed_rank,150.0,0.23591722548007965,1.0939895889277225,0.36392374319476123
sp|O00534|VMA5A_HUMAN,wilcoxon_signed_rank,173.0,0.5075842142105103,0.8945737049563592,0.6355065598737905
sp|O00560|SDCB1_HUMAN,wilcoxon_signed_rank,133.0,0.11451615393161774,1.1324552709119078,0.2115331111308058
sp|O00567|NOP56_HUMAN,wilcoxon_signed_rank,184.0,0.6781789660453796,0.9929606504798313,0.7801008768101095
sp|O00571|DDX3X_HUMAN,wilcoxon_signed_rank,154.0,0.27407141774892807,1.1099767257848965,0.408341736658524
sp|O00584|RNT2_HUMAN,wilcoxon_signed_rank,195.0,0.8665077835321426,1.0067088037827159,0.9153358690668616
sp|O00592|PODXL_HUMAN,wilcoxon_signed_rank,2.0,2.2351741790771484e-08,0.3915780134845084,5.645579413363808e-06
sp|O00602|FCN1_HUMAN,wilcoxon_signed_rank,127.0,0.08565542846918106,1.398539932132543,0.16957937344207918
sp|O00625|PIR_HUMAN,wilcoxon_signed_rank,50.0,0.00021760910749435425,1.3952996798900132,0.0017463312823836224
sp|O00712|NFIB_HUMAN,wilcoxon_signed_rank,181.0,0.6295278295874596,1.1185105170212029,0.7401038839270501
sp|O00743|PPP6_HUMAN,wilcoxon_signed_rank,102.0,0.020409412682056427,1.1492145158564544,0.05661547483305711
sp|O00748|EST2_HUMAN,wilcoxon_signed_rank,103.0,0.021778732538223267,1.3354190723232526,0.05941792919325381
sp|O00754|MA2B1_HUMAN,wilcoxon_signed_rank,75.0,0.0026621222496032715,1.4464332444947785,0.011437354230838047
sp|O00757|F16P2_HUMAN,wilcoxon_signed_rank,195.0,0.8665077835321426,0.8602123595282821,0.9153358690668616
sp|O00763|ACACB_HUMAN,wilcoxon_signed_rank,126.0,0.08145394921302795,0.8434276156119931,0.1636924213874879
sp|O00764|PDXK_HUMAN,wilcoxon_signed_rank,27.0,9.395182132720947e-06,1.62466631676498,0.0002178139084779122
sp|O00767|SCD_HUMAN,wilcoxon_signed_rank,192.0,0.813923291862011,1.814738555449995,0.8779541194978175
sp|O14494|PLPP1_HUMAN,wilcoxon_signed_rank,88.0,0.007629185914993286,1.1880269333076172,0.026151759432894845
sp|O14495|PLPP3_HUMAN,wilcoxon_signed_rank,136.0,0.13146880269050598,0.8291838784070507,0.23454229892629674
sp|O14497|ARI1A_HUMAN,wilcoxon_signed_rank,129.0,0.09456419944763184,0.7206010063578111,0.18343314193580648
sp|O14498|ISLR_HUMAN,wilcoxon_signed_rank,127.0,0.08565542846918106,0.8003285551492961,0.16957937344207918
sp|O14520|AQP7_HUMAN,wilcoxon_signed_rank,170.0,0.46517620980739594,0.9964841627626364,0.6001023201251863
sp|O14530|TXND9_HUMAN,wilcoxon_signed_rank,158.0,0.3160962611436844,1.1176828040739957,0.45322556236287465
sp|O14531|DPYL4_HUMAN,wilcoxon_signed_rank,172.0,0.49323366582393646,0.9431018566513575,0.6233943540397869
sp|O14545|TRAD1_HUMAN,wilcoxon_signed_rank,143.0,0.17823376506567,1.1316011707631959,0.2935291141215341
sp|O14558|HSPB6_HUMAN,wilcoxon_signed_rank,101.0,0.019113145768642426,1.286095264345037,0.053987043286471456
sp|O14561|ACPM_HUMAN,wilcoxon_signed_rank,68.0,0.001416526734828949,3.0200453815973844,0.007155696632046449
sp|O14562|UBFD1_HUMAN,wilcoxon_signed_rank,171.0,0.479096382856369,1.03580574004742,0.6114849843956688
sp|O14579|COPE_HUMAN,wilcoxon_signed_rank,154.0,0.27407141774892807,1.0630727320691444,0.408341736658524
sp|O14613|BORG1_HUMAN,wilcoxon_signed_rank,154.0,0.27407141774892807,1.1355668412001254,0.408341736658524
sp|O14617|AP3D1_HUMAN,wilcoxon_signed_rank,128.0,0.09002415090799332,0.8668122617558081,0.17619327088395592
sp|O14618|CCS_HUMAN,wilcoxon_signed_rank,119.0,0.05638675391674042,1.1875000170168737,0.1237877548245367
sp|O14639|ABLM1_HUMAN,wilcoxon_signed_rank,101.0,0.019113145768642426,1.124650590374188,0.053987043286471456
sp|O14653|GOSR2_HUMAN,wilcoxon_signed_rank,143.0,0.17823376506567,1.3017049282829196,0.2935291141215341
sp|O14657|TOR1B_HUMAN,wilcoxon_signed_rank,185.0,0.6947018131613731,0.8552370190819246,0.7922704375858911
sp|O14672|ADA10_HUMAN,wilcoxon_signed_rank,150.0,0.23591722548007965,1.033269270873028,0.36392374319476123
sp|O14686|KMT2D_HUMAN,wilcoxon_signed_rank,149.0,0.22697687149047852,1.0541107786718606,0.35446209120820255
sp|O14735|CDIPT_HUMAN,wilcoxon_signed_rank,74.0,0.0024397894740104675,0.1724406828916531,0.010771434853519994
sp|O14737|PDCD5_HUMAN,wilcoxon_signed_rank,58.0,0.0005255788564682007,1.3100431964404147,0.0034269740926506725
sp|O14744|ANM5_HUMAN,wilcoxon_signed_rank,102.0,0.020409412682056427,0.6859493194895825,0.05661547483305711
sp|O14745|NHRF1_HUMAN,wilcoxon_signed_rank,18.0,1.8849968910217285e-06,0.4424346252120498,7.86617398262024e-05
sp|O14772|FPGT_HUMAN,wilcoxon_signed_rank,74.0,0.0024397894740104675,0.7516557681440665,0.010771434853519994
sp|O14773|TPP1_HUMAN,wilcoxon_signed_rank,152.0,0.25451332330703735,0.8693950628124452,0.38542424693924654
sp|O14776|TCRG1_HUMAN,wilcoxon_signed_rank,100.0,0.017886914312839508,0.6654976453727939,0.05127795805693955
sp|O14786|NRP1_HUMAN,wilcoxon_signed_rank,161.0,0.35016296058893204,0.9104924856333415,0.48906637015898863
sp|O14791|APOL1_HUMAN,wilcoxon_signed_rank,94.0,0.011838570237159729,1.5021330246457298,0.03679617782909944
sp|O14807|RASM_HUMAN,wilcoxon_signed_rank,157.0,0.3052256628870964,1.0779285826352034,0.4417303848598238
sp|O14818|PSA7_HUMAN,wilcoxon_signed_rank,53.0,0.0003059804439544678,1.2853930000109806,0.0022556069900729506
sp|O14828|SCAM3_HUMAN,wilcoxon_signed_rank,134.0,0.1199713721871376,1.1385275408107702,0.21899681062231777
sp|O14841|OPLA_HUMAN,wilcoxon_signed_rank,121.0,0.06281394511461258,0.8078112477404688,0.13469353110144136
sp|O14867|BACH1_HUMAN,wilcoxon_signed_rank,172.0,0.49323366582393646,0.9327061397091673,0.6233943540397869
sp|O14879|IFIT3_HUMAN,wilcoxon_signed_rank,50.0,0.00021760910749435425,0.5903580050786374,0.0017463312823836224
sp|O14880|MGST3_HUMAN,wilcoxon_signed_rank,183.0,0.6618045940995216,0.9387089396365956,0.7678917425250494
sp|O14907|TX1B3_HUMAN,wilcoxon_signed_rank,124.0,0.07353667169809341,1.2717458756498887,0.15217873543732227
sp|O14908|GIPC1_HUMAN,wilcoxon_signed_rank,126.0,0.08145394921302795,1.1647117028304161,0.1636924213874879
sp|O14936|CSKP_HUMAN,wilcoxon_signed_rank,155.0,0.2842133492231369,1.2926156948690541,0.4189004493003176
sp|O14949|QCR8_HUMAN,wilcoxon_signed_rank,71.0,0.0018673688173294067,0.7103297094832066,0.008811703986591764
sp|O14964|HGS_HUMAN,wilcoxon_signed_rank,63.0,0.0008751451969146729,1.2054401534080208,0.004981995017785902
sp|O14972|VP26C_HUMAN,wilcoxon_signed_rank,147.0,0.20980393886566162,1.2620130326420005,0.3332833838518074
