protein	X015_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3528.SQ.1.lean_A1	X016_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3525.SQ.1.obese_A2	X017_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3521.OM.2.lean_A3	X018_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3523.SQ.4.obese_A4	X019_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3518.SQ.2.obese_A5	X020_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3530.SQ.2.lean_A6	X021_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3505.SQ.2.obese_A7	X022_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3506.OM.2.obese_A8	X023_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3507.OM.1.obese_A9	X024_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3532.OM.1.obese_A10	X025_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3512.OM.2.obese_A11	X026_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3525.OM.1.obese_A12	X027_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3506.SQ.4.obese_B1	X028_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3529.OM.4.obese_B2	X029_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3531.OM.1.obese_B3	X030_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3519.OM.2.obese_B4	X031_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3522.OM.2.obese_B5	X032_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3503.SQ.1.lean_B6	X034_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3523.OM.4.obese_B7	X035_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3533.SQ.2.lean_B8	X036_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3514.OM.4.obese_B9	X037_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3508.OM.3.obese_B10	X038_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3502.OM.1.obese_B11	X039_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3501.OM.4.obese_B12	X040_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3520.OM.4.obese_C1	X041_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3502.SQ.2.obese_C2_low_27ug	X042_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3527.OM.2.obese_C3	X043_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3503.OM.2.lean_C4	X044_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3501.SQ.2.obese_C5	X045_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3504.OM.2.lean_C6	X086_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3516.OM.1.obese_C7	X087_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3529.SQ.1.obese_C8	X088_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3527.SQ.1.obese_C9	X089_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3517.SQ.4.obese_C10	X090_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3522.SQ.1.obese_C11	X091_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3505.OM.4.obese_C12	X092_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3524.OM.2.obese_D1	X093_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3528.OM.2.lean_D2	X094_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3521.SQ.3.lean_D3	X095_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3516.SQ.4.obese_D4	X096_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3532.SQ.2.obese_D5	X097_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3509.SQ.1.obese_D6	X098_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3515.OM.1.lean_D7	X099_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3517.OM.4.obese_D8	X100_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3514.SQ.2.obese_D9	X102_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3512.SQ.1.obese_D10	X103_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3510.OM.2.obese_D11	X104_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3515.SQ.4.lean_D12	X105_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3519.SQ.4.obese_E1	X106_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3504.SQ.4.lean_E2_low_12ug	X107_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3520.SQ.4.obese_E3	X108_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3531.SQ.4.obese_E4	X109_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3508.SQ.1.obese_E5	X110_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3518.OM.1.obese_E6	X111_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3507.SQ.4.obese_E7	X112_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3509.OM.1.obese_E8	X113_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3513.SQ.4.lean_E9	X114_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3524.SQ.1.obese_E10	X115_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3510.SQ.1.obese_E11
sp|P46939|UTRN_HUMAN	27.3685371808586	27.9590487025874	27.0071886453161	27.4988181265344	27.5577938273541	27.4934939283497	26.9860465476134	27.1212031139758	27.1765473632662	27.3952357711758	27.4425467518965	27.0971747941523	27.4699330254162	26.8979830431234	27.1336456714155	27.1184244537092	27.5255948503742	27.6307687374059	27.263520446523	27.7576733416943	27.0595323419513	27.4690118883224	27.4009766442159	27.7083556229831	27.2877399430237	27.2678071556657	26.9839965140755	27.9631683498073	27.6211371266779	26.8553288770049	27.1715462617384	27.3631324419118	27.259344365118	27.5008985735467	27.8026503956833	27.2060198302026	27.2791493439988	27.2434901976794	27.5073197064929	27.5100917468828	27.2272765512914	27.5389647062657	27.1043997204016	27.0354110169362	27.7133805013016	27.3444298129449	27.5817060077795	27.1956864251809	27.1756181299961	27.5583634921375	27.2130563002482	27.3515255732211	27.716771931645	26.97749994734	27.2758049376123	27.1416028222891	27.416894232061	27.6695342537167	27.5375801541179
sp|P46940|IQGA1_HUMAN	26.7297683261925	26.5191410052099	27.484644959018	26.7556068764669	25.9336115523208	26.282874134113	25.7398535428885	26.931465863883	25.8852194638611	26.7564487886403	27.368078645097	26.0445382635833	26.9623117183846	27.5610713302904	26.1359694964214	26.097698086457	26.2938882187087	27.3267859815158	26.6144187782417	27.4194082351253	25.8872036252665	26.5732818069496	25.988677644744	26.9588142710591	26.0945404290428	25.0133705948719	26.2775296551751	25.5597327102583	27.0910853139589	26.1748541046594	26.3729610311193	26.0900977315157	26.4050225521629	26.0672835338253	26.3423088263429	26.920805430699	26.5959499651854	27.5779579246353	26.8307944785188	26.1713558254262	26.5054441615636	26.054922033772	26.5016902122433	26.1700692404919	26.7474445789803	26.1045595565314	26.3508783152004	26.0526451997463	27.310289889137	25.3459315183326	25.820309746782	25.4427464221866	26.0751437737693	27.4268284129673	25.9457953231692	26.9249755654152	27.0952860056235	26.7690184409911	25.3265818401129
sp|P46952|3HAO_HUMAN	23.1915618092986	25.0619262903678	24.7009190321855	25.1422316565254	24.2177050509084	25.5828088118278	23.9201744413857	25.5723761986788	25.7322872141967	25.1816095582065	25.5747391814166	25.6506743696297	25.4258071747451	25.3582748026325	25.3780035536195	25.4643133748582	25.1148550152958	24.5254975243016	25.1927558111564	24.8515028369105	25.4574908523485	25.634166418008	25.5995801432091	25.2514809995598	25.3778079115982	24.5479570803324	25.0195593234072	24.1155708045467	24.5949138219934	25.0773825751212	25.4575560532995	24.814887316229	24.3860085787142	24.4963646672412	24.2257263679599	25.0851463628239	24.5270670858259	25.8828506360341	24.3435604404795	24.2061037394583	24.9625891969074	23.8298552201945	25.0239976148314	24.5714440319865	23.6989040924654	24.978599598825	25.361902315435	24.6377831704391	24.6190421865092	25.5994143470425	25.1497675843584	23.9282330161538	24.5762996460315	25.1195912419259	25.0986217219626	24.8309496234507	24.9073038876184	24.3161126738637	23.4697672072969
sp|P46976|GLYG_HUMAN	25.6503359614572	24.7543855127246	25.9617743855176	25.6427471724482	26.6990790913974	25.0199043716909	26.1920161596939	26.1096613575472	26.2923248370767	25.4849712655387	25.7708590588021	26.0669784570123	25.8859326391055	25.6847887390453	25.7098843125778	25.4434393094684	24.6645055427287	26.3719214672049	25.5988005225692	25.2278399280529	25.7210102776404	25.6680328130078	26.1455781269849	25.9662737524778	25.3811868405536	26.0656423629636	26.2229462778214	27.8846910562048	25.994542815715	26.5369049151638	24.7189404469582	25.2967693637399	25.9943245246917	25.5676994229087	24.9927393079388	25.5247515463097	25.4397105626619	25.8402053689786	25.1684159678595	25.0373961337514	25.2476747168643	26.8866168114154	26.4402636225212	25.4668256373623	25.0298232943614	25.17104714571	25.6205858147162	25.9506739259886	25.8493285517131	27.1537819229136	25.7620683745586	27.1375525984263	26.4477322853464	25.4411263976956	25.9764413160013	25.2064662839071	24.4730599539795	25.7829655857482	27.5227239239347
sp|P46977|STT3A_HUMAN	20.6015209338308	19.2528033330505	20.355472818942	19.78860419431	20.1592512999044	20.401643453066	19.6342652891104	19.8121649493528	19.7314137493965	19.5139024088841	20.490537616302	19.8567993019895	19.3752901371613	20.6765216763582	20.4781641911926	19.6218622494466	20.6243595003267	20.4531950669982	21.7750100682869	19.1312090067912	20.1949776538651	20.4529837310915	19.7202751806434	21.0348275902922	20.3919739425333	20.1484087625577	21.1792005665526	22.0539791231137	20.7925113547852	20.9590684797887	21.1350731980284	19.3784707486002	19.78823047492	19.9158603274691	20.4218838938895	20.2393452706966	20.6833026127023	20.569473026413	19.6957692662067	20.4072029455596	19.9047854907218	22.2873249137265	20.0608462952467	19.8550083372256	19.6590503854176	20.7119648812168	20.9914516373991	21.9642920100128	22.6721882426208	19.3697151471549	18.5271325784183	21.1870485436633	20.2142187404515	20.9131894387728	20.4718308970881	20.5222666251807	19.320848152223	19.1750210355145	22.5897744512159
sp|P47224|MSS4_HUMAN	22.81375328106	24.0235479034	23.4458087060224	23.3703995607421	23.6320416393736	23.0125467811213	24.351251725096	23.2732665477697	23.2307501861597	23.2472375979918	22.5311337595978	23.0144667913492	22.6863596296097	22.8404261245443	23.2938312897764	22.7680834190124	23.192069465883	23.5712918542103	22.486611517634	23.6492814210352	23.52412354094	23.2560405167342	23.0490564764826	23.0972506981214	22.8207327140696	24.5319519934734	23.0725890872574	23.8493511422637	23.3108266729085	24.0346004200266	22.3670422567291	22.7265504268594	23.2424219674118	23.367285754862	24.8866913937373	22.6438758059321	22.6736535916661	22.7763082862368	23.3063130360844	23.3911059520916	23.4786361615806	23.9372417654221	23.3853028233227	23.1275792504212	22.8699107809966	23.1221254427164	23.1529073983431	23.2753786053577	24.5445948287031	24.1309196900387	23.7325141993437	22.5273782902188	24.1404065434621	22.8325249882769	23.8067992902727	22.561378682257	23.0805888046556	23.1387296105606	23.6764290263081
sp|P47712|PA24A_HUMAN	23.9695796678279	24.1013576391586	23.2924383053113	22.5333600510922	23.7779194026075	22.9030072704064	22.9390960587654	22.4766442270351	22.1449327771807	22.8198433729324	22.9634173339638	23.2151224819988	23.4435644907527	23.5767822933929	22.4532630714556	22.9843235926669	22.5733213267742	23.630473429186	22.3522475252036	22.737201308087	22.168873126461	22.0112960594349	23.2314572139298	22.9353952024472	23.5105753737939	22.8486547794568	22.8641276281511	22.727345292103	23.1408397542557	22.7429947656388	22.0758279499692	23.6837152861667	22.5130546841394	23.3364993169687	22.376454472696	22.7659585706887	23.6143777187752	23.2669887874927	23.1956238987262	23.8780421999708	22.8121073783838	22.8127397820247	23.5371866303544	23.97744896291	23.3945229746979	23.7494409849716	23.3667030400238	22.6433845980814	22.8917716721904	24.1697303868092	22.5127492272401	23.6176723783123	22.4908881394126	23.0725360892985	22.9891477517035	22.5148535886401	23.6402690597157	22.7636421293714	22.4806571948429
sp|P47755|CAZA2_HUMAN	28.9794816099047	28.2371050753714	28.9140179438854	28.5279076694549	28.2339542035967	28.5365794925304	26.9602978521321	28.9264628907483	27.9293944068828	28.6595088034579	29.0454285124876	28.7180947516352	28.408752443265	29.160032578442	28.519324155778	28.5967150123147	28.7559723601688	28.7598670669748	28.9047608099678	28.511125425185	28.4803259292647	28.7810588221659	28.3722874662658	28.8750773043062	28.6757220412615	26.9829019989635	28.7913866187581	27.4801596050545	29.0247580186768	28.2942935956521	28.4518266801742	28.5661192868636	28.9784648589525	28.6307071585937	28.7480930899532	28.8049156943424	29.001633762525	29.0861083047795	29.0764484496375	28.8531084315216	28.7735525211911	28.2013432925201	29.0634055711748	29.2239861469683	29.033828937531	28.7404112081625	28.7313848473171	28.4982721720125	28.9550153338363	26.9397725548984	28.1332709776297	28.4847609658388	28.1482160018024	28.864893058206	28.4546355476026	28.6082370281148	28.9798073085712	29.057911392667	27.7579408917928
sp|P47756|CAPZB_HUMAN	27.9725398299243	27.2659110436202	28.0007058626421	27.5932119715342	27.1759796682655	27.6631213081357	25.7078346792107	27.9941893328037	27.1310869023937	27.7904932884762	28.3207878362258	27.8718440472037	27.6150297208518	28.2318302853798	27.834323819912	27.7936877769535	27.9074808763232	27.9634318747847	28.1002585984587	27.5367378045041	27.5801835206143	27.8426253110952	27.4733057041727	27.8013570916861	27.6663561903677	25.6362377654106	27.792006825425	26.2734147680634	27.8836366525297	27.4385831046735	27.7580682282201	27.7016567222309	27.8882671409777	27.5337461666567	27.7347801199909	27.785195042576	28.0394789888997	28.0649316445711	28.0237571675467	27.4814159130924	27.8939675021594	27.1574933511806	27.9717975149253	27.9084202238509	27.9539719318802	27.3883198199818	27.5281471672974	27.2828857240723	27.9162466308168	24.9589920971665	27.3783926713199	27.4990097700897	27.0506130830578	28.1036495555352	27.4115523604043	27.8318247330781	27.8775424015579	27.9008053548309	26.7106341597117
sp|P47813|IF1AX_HUMAN	23.1537478237623	22.7355154627385	23.4578141731519	24.0167816431039	22.969262551678	23.7404519685344	23.7797972258632	24.385372663206	23.3242168457771	24.074597491894	23.7772242128095	24.0239402356023	22.8384240633847	23.5784565834092	24.399498063986	23.9206080279413	24.0837258678396	23.6125234846988	24.0226818737953	21.9763565378579	24.2455435047497	23.9621399285871	23.6941443051176	24.3917354839073	23.5511868361962	24.4620949607042	24.155259557904	23.0217756397933	23.0175443446116	23.7270668878292	23.9585855144672	22.4991461489242	23.9693776406633	23.2120276413939	23.3304718078209	24.3042398986313	24.3790303205775	23.4449591052635	22.7475381383891	22.6508142920253	23.7360869327246	23.3739744287128	23.55144089406	23.8858233534206	22.7358190419466	23.3124636281191	24.0011493294221	22.6272121844422	22.5222094167282	23.8182813694606	23.1841089649489	22.4400032527683	23.8267213039775	24.1292134321936	23.7159978670501	24.6718222281463	22.6559649060427	22.879172428486	23.4156883618968
sp|P47895|AL1A3_HUMAN	28.9279819501992	28.7730717583002	29.2885405190371	30.1417707599667	29.9854144403821	28.6400429403572	29.6479931101932	30.5129351186573	30.547826839639	29.8294246647256	31.1785291394406	30.4698310343894	29.2799101136708	29.9355727051674	30.0497971903257	30.1879092965422	29.3921263218425	28.3820811427729	29.9821973510457	28.5102408562778	30.1015682205644	30.0111609376683	28.9324972865962	29.9908387705396	29.798110050988	29.6049655309453	30.3149035248157	29.2470977648807	30.2488542831572	29.8666601711545	30.3503162544595	29.0571807779516	31.0610651054246	29.0703998418788	28.8284244507831	30.4666200343283	29.7774075300547	30.2695581742728	28.2581171079972	28.6156144936161	30.3737436176601	29.3187557604969	30.2608119380784	29.5203869962261	28.7158996341738	28.9149042473254	29.3529232022231	28.8244058106271	29.6473269542184	29.6033298780686	29.9031665952033	29.9477205826934	29.5256188506901	30.4369766772461	30.4434037144843	29.5648529557493	28.9076548335772	29.5950446201443	29.809443378185
sp|P47897|SYQ_HUMAN	28.3697995356491	26.8761745674913	27.3581670291105	26.9912436539103	25.3926661665319	28.276062933523	25.6664202206988	27.8839318665056	25.9545521733546	27.8165870236784	27.7433674194929	27.6616673962571	26.9486063406457	28.4370354743555	27.3650284183848	26.9040875773004	27.9870374054304	27.7928433205468	27.5721686126891	28.1354776447385	27.1860538188874	27.7157093495118	26.7177318680738	27.448485498967	27.8502787503354	25.368742057072	27.1407252161968	25.9452404358491	27.8280061469719	25.6667278692174	26.5774203947064	27.087836376882	26.6414560621009	26.2594587728539	27.6216957557408	27.5762725604973	27.5688093053233	28.4405100850496	27.6885223480196	27.2492646847194	27.2687690168685	25.6051439298338	25.9258479387711	27.2121011913601	27.448523847285	27.4500489701614	28.051150145306	26.8362565748218	27.9331964143718	25.5995729370622	26.0104061904065	25.3789607023245	25.9812377684808	28.194882243124	26.4103780563645	27.5531247537403	28.2529040701408	26.8763285022139	25.2513093702819
sp|P47914|RL29_HUMAN	24.7690334556176	25.0950891182201	25.2447523931162	24.8655015932721	26.1111236720766	24.4234532124808	25.0715654380794	25.3697385138632	25.416923740976	25.3967774855002	24.7480887365106	24.2055765837781	24.8353633321247	24.4081011736439	25.5293006395193	25.7820877267698	25.5676536496177	25.9707131766322	24.9764488128527	24.0494618285886	23.3670363173417	24.4566578120816	25.045850727147	24.2303126992884	24.1626351669845	25.960435227516	24.7191169003368	27.537204115995	24.74568821092	26.2251008304871	25.7699849784304	22.8995781704289	24.6027659951828	24.5096529480887	24.260879511783	24.8699207181857	25.1672654199592	25.0825015069067	24.6092829724011	25.0503567106095	24.4361919381427	25.4674655059381	24.7410290693746	23.7689171361288	24.0910731295917	24.4480944741123	24.6013484066731	24.213547975015	25.4451813031361	27.3198418200877	24.5229810967874	25.978378225087	24.2597340904628	25.2224292027774	24.9290187783399	25.2221790604348	23.6380636063837	24.4030980950737	25.6706698453135
sp|P47929|LEG7_HUMAN	24.6882175443523	24.1216698628075	23.1347963126751	22.4752077055759	21.752194147651	22.8717661094614	27.6203485851949	22.7602095443943	22.5946848747903	22.3268368649803	22.2624865649798	22.139361435504	26.3487572180443	21.9597902864429	22.1367175461286	22.3557046546034	23.8717317813386	23.1449700943116	22.7106328916803	23.7602602359922	22.1733983446694	21.9584566216181	22.5863434276225	22.9043491618942	22.5293874047788	23.5455728155178	22.5215567435881	22.5374669831199	23.0423956931167	21.908706803402	21.969631857037	21.769218888335	22.5341335187472	21.8321431262928	22.6905021074909	22.7531504175672	22.2323115860182	22.1065783589168	22.8123330803362	21.8677675496787	23.3723858322353	25.3783944530331	22.7963146085348	22.5157537402932	24.3058360084759	22.6461810211465	22.5963760482344	22.8735540318236	23.4702125153497	28.3343024036884	27.6605829908155	26.0933494908618	22.7259190019781	22.515639465977	23.4125641674133	21.7740236312615	22.802531560291	22.8578411863395	22.9101987036813
sp|P47989|XDH_HUMAN	23.9331931257932	25.3744232853943	25.7831071459336	25.3721710832471	24.6417183957769	24.8262361201749	25.3036923620524	26.2690862500985	26.4046538536636	26.0884889823426	26.2046901174818	26.5175274685157	24.3968402086161	26.3209370092924	25.6558555593888	25.7983749213281	24.0633756630876	24.7295849510529	26.0883768230967	24.1437704191247	26.2543035030544	26.0896794193468	25.7287022862644	26.3899724434109	25.8838647936974	25.2798126564758	26.5787860194357	26.2089443936194	24.7512026286672	25.989649847527	26.0604071567236	25.8381301041826	26.3819198819623	25.6740110425596	21.3221827341869	25.9225011441286	26.2922282237532	26.2126646920846	24.4947556274016	23.8007466356824	26.0743398125511	24.6574611098963	26.3290421792655	24.8276974667984	24.585103105894	23.7208581719323	25.6384742522364	24.7438452417027	25.0264676356188	26.3472577888007	26.5364833225604	25.3300556359402	25.6806842755093	26.3517733481387	25.2890345313945	25.715938338508	25.1586330091518	25.303611643087	25.5210329811895
sp|P48039|MTR1A_HUMAN	21.0834978115362	19.6429996601213	22.6601152027828	20.5908663320203	21.7086040467054	21.5276578152069	20.6319188406768	20.5671671621079	19.7861067243822	20.4250082150567	20.5616627246219	20.5827676209611	21.7200825655087	20.8638928132037	20.7039003225103	20.6611726064175	20.5339026629117	21.1501547719521	20.4578497621284	20.9016416474708	20.2951026566057	20.5326398056817	20.3836304026732	20.5320733654783	21.8394500488758	20.5477838340749	20.5346202142128	21.1526643303003	21.1172885708645	20.876299547295	19.5088382870752	20.869541207533	20.1571872643038	20.8266279381122	17.8537950674351	20.3094669710003	20.0720218411142	20.7760030234283	21.446492737085	18.7023204080444	19.4801062416128	20.9093626859258	21.225232531083	21.2792068942788	20.8725646988958	21.0468966133064	21.0716504058226	21.1002270963509	21.2764546703182	21.4897864741467	20.5848381720948	20.9098312711869	19.7719233059504	20.0409855424971	19.971749965323	20.0946300379177	20.5280154589864	18.490269999846	20.9145714134672
sp|P48047|ATPO_HUMAN	25.932707854491	25.4373729732367	26.8255696045341	25.6239665003315	25.6150463268149	26.9921605360683	24.7567585273351	26.5536218542285	25.740870375041	26.188913107316	25.8958259761009	26.0878122649912	25.5440160886068	26.1305383538196	25.9921276566545	25.8678281067416	25.9538616642585	26.2482388397207	26.4905470146802	27.0170860475785	26.1519265837917	25.6687092779375	25.3027472973824	25.4324946115555	25.9792025362007	25.7128514696876	25.9758458469711	26.2169005784197	26.0657663056546	26.5107608473565	26.4982402850295	25.2349615466441	25.8271923802087	25.5088346282161	25.4629752947276	25.8450247032648	26.3723918284349	25.9955657742004	26.2816608958213	25.9846207452913	26.030378086279	25.8947063745749	26.8478873756318	24.7692847377683	25.1980764608154	25.5060988435527	26.4207731780566	26.5516868423495	25.6675038443468	24.9243311907568	25.4911914157569	26.0506187738005	25.5620300639887	26.1822791018074	26.1462400499188	25.9140908100333	26.2368725394147	25.6035526720037	25.5263412495632
sp|P48059|LIMS1_HUMAN	27.0516636394026	27.9965776770819	26.9160695800702	27.8870101024944	27.4199144904372	27.5101568624551	27.5640057526713	27.0062288161616	27.5636822548494	27.8634749672048	27.1777683245904	27.2790524256653	27.5347072199197	27.3547108762631	27.4535401194738	27.3823279187132	27.1026586391481	26.348930988336	27.2844697321555	27.2115660911731	27.3111185688281	27.2881760764726	27.4998608720257	26.8627411854026	27.0203534941103	27.4946011414695	27.0806761304857	26.1475448862521	27.1508615458017	27.7683047539208	27.5605822150661	26.8312668072009	27.7436169180904	28.3002070421238	27.4152585695674	27.77130920613	26.9145447344848	27.3130917761294	27.5409400168871	28.1078541856732	28.3152074745541	27.8643472968824	27.1337402285573	27.4742383166135	27.2948111992497	27.9428331270391	26.9950803873988	27.2792342653442	27.3305065120175	27.4411198885203	28.0866548259705	28.4931211110121	28.1760097616645	27.281632387886	27.5020139198423	27.3260969561339	27.5880833941723	27.6646645889716	27.7252464159294
sp|P48061|SDF1_HUMAN	21.6057112687278	19.1504190208063	20.5891799999023	19.6751152555423	19.7002367167855	19.4255488788325	19.2739787104211	20.8312577779662	20.1182580021947	19.1333224583096	19.1668138115872	21.4899932539108	19.4430321795312	19.0084009759676	19.2940600528361	19.9074125604931	21.657504734185	21.5039907405131	19.5495524986183	19.3443235928966	17.3435234347008	18.4594665570555	22.727994049652	18.0700243506645	20.3238906394974	20.5607639464663	17.9650601023185	21.0442415999292	19.6257502478692	19.3862206061146	19.3945871355882	19.8926887608531	19.7988411069895	20.788847315924	21.2438011538265	18.4253561141794	19.8453861129481	20.3644658858194	20.0389197292356	19.8469385017006	18.0109700493166	21.1199637644433	20.2625028438965	20.9589664857705	18.0852289261692	20.6414342345755	19.4664394195066	20.0394258457359	21.9974728267451	19.9110007901441	20.0153129102416	21.10379805762	18.8957236246949	18.1750585035982	20.1679503901987	19.4134237991899	20.5450614015784	20.1145839862185	21.4028738077629
sp|P48147|PPCE_HUMAN	26.8826600016363	27.3809651938001	25.7520555664625	27.8229176926727	25.1499139522116	27.1316451270336	27.9554016390541	27.0222094664277	26.9545748339435	26.9608419205476	26.8914158826439	26.6598236000729	26.1812821776347	26.6050245148836	27.4619898623979	27.0304427296777	26.389131456349	26.7076929808217	26.9142710926517	26.49573337551	27.0508705979698	27.0804239037974	26.5118630872809	26.8093399981296	27.0441083865494	28.3933122937618	26.736269639536	25.6331419291393	27.1467787539239	25.3815637142228	27.0699088905492	27.0621927577219	26.2168403531282	25.9294981638731	26.7991221432909	27.0674968614716	26.8620229324442	26.7967649697226	26.4942768325298	26.9427753442145	27.1582191462817	24.9026148841796	24.7762167189573	26.7033735502821	26.5619329591755	27.0625927812415	26.8848294246244	25.7395258112847	26.6326657745826	25.0913654955195	27.2020963601271	25.0679351278998	27.0809190499873	26.9457506227206	26.6688518682505	27.0912935010737	26.4293636875771	26.458191382608	25.0919424787409
sp|P48163|MAOX_HUMAN	28.6613634011746	30.1470368390349	29.1950290106876	29.3253309948438	29.4944647673782	29.5970465156219	30.3458343313168	28.5574360825118	29.3220699487695	28.62170917245	27.6589104982577	28.6215601317136	29.2945470177107	27.5548548208742	28.9308547498961	29.1698208758492	28.0481404092473	28.647653655929	28.41694600488	28.7015254801864	29.1783663049865	28.6006109769226	29.2820071939528	28.5434513418458	28.8717245426708	30.738581633952	28.5020032015702	28.9283030759006	28.7862986050829	28.9714354163141	28.9395139896283	29.2673734982155	28.6514815090348	29.2453867587875	28.4702826883473	28.8329278845106	29.467067857449	28.2376135238872	30.5721082939453	29.0490998393885	28.9897595114115	29.8409451664185	28.5913684450006	28.6780657517521	28.1230358072341	28.6697270681853	28.9654815078856	29.4000162086317	27.9640107743279	31.8495266475698	30.1258651408629	28.9574841209066	29.5026890322493	28.2868330631822	29.4908391165575	29.5357608253372	28.994072014463	30.2084882412889	29.6508780127491
sp|P48200|IREB2_HUMAN	22.2562463978104	21.9652853204353	20.8583562966147	21.9255891712209	19.3760861893465	21.5163262517539	22.0997872696221	22.1959244076637	21.9703586173397	21.9885315874132	22.5931317202676	22.3306489720609	22.4633109725806	22.4225103145547	22.2253294992856	21.860285607042	21.9619650890956	21.4408293920647	22.235784617011	19.810268969612	21.6646542477998	21.8131436547119	21.4401739646034	22.2555065550326	22.1597670346404	22.7368513920935	21.6856420352279	21.4901250776164	21.8754885651369	21.1598623631726	21.7273870753512	21.6406386699011	21.6088969423123	21.3639889456118	21.9079327030961	22.0395282893885	22.3890621497549	22.4277718511374	22.6219666043373	20.8484841805264	21.7083658250719	21.5572454042306	20.3264644186731	21.8520225839375	22.0124738787385	21.5882852470133	21.8002758496653	20.954503596684	22.1621826115315	22.0880041992631	22.2906200433922	21.8859819504523	21.2936247631808	22.3039387703061	21.109085690284	21.8684546166456	22.425394411044	21.2806788509094	23.2418041661286
