protein	X015_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3528.SQ.1.lean_A1	X016_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3525.SQ.1.obese_A2	X017_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3521.OM.2.lean_A3	X018_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3523.SQ.4.obese_A4	X019_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3518.SQ.2.obese_A5	X020_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3530.SQ.2.lean_A6	X021_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3505.SQ.2.obese_A7	X022_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3506.OM.2.obese_A8	X023_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3507.OM.1.obese_A9	X024_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3532.OM.1.obese_A10	X025_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3512.OM.2.obese_A11	X026_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3525.OM.1.obese_A12	X027_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3506.SQ.4.obese_B1	X028_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3529.OM.4.obese_B2	X029_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3531.OM.1.obese_B3	X030_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3519.OM.2.obese_B4	X031_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3522.OM.2.obese_B5	X032_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3503.SQ.1.lean_B6	X034_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3523.OM.4.obese_B7	X035_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3533.SQ.2.lean_B8	X036_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3514.OM.4.obese_B9	X037_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3508.OM.3.obese_B10	X038_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3502.OM.1.obese_B11	X039_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3501.OM.4.obese_B12	X040_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3520.OM.4.obese_C1	X041_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3502.SQ.2.obese_C2_low_27ug	X042_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3527.OM.2.obese_C3	X043_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3503.OM.2.lean_C4	X044_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3501.SQ.2.obese_C5	X045_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3504.OM.2.lean_C6	X086_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3516.OM.1.obese_C7	X087_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3529.SQ.1.obese_C8	X088_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3527.SQ.1.obese_C9	X089_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3517.SQ.4.obese_C10	X090_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3522.SQ.1.obese_C11	X091_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3505.OM.4.obese_C12	X092_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3524.OM.2.obese_D1	X093_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3528.OM.2.lean_D2	X094_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3521.SQ.3.lean_D3	X095_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3516.SQ.4.obese_D4	X096_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3532.SQ.2.obese_D5	X097_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3509.SQ.1.obese_D6	X098_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3515.OM.1.lean_D7	X099_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3517.OM.4.obese_D8	X100_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3514.SQ.2.obese_D9	X102_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3512.SQ.1.obese_D10	X103_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3510.OM.2.obese_D11	X104_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3515.SQ.4.lean_D12	X105_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3519.SQ.4.obese_E1	X106_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3504.SQ.4.lean_E2_low_12ug	X107_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3520.SQ.4.obese_E3	X108_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3531.SQ.4.obese_E4	X109_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3508.SQ.1.obese_E5	X110_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3518.OM.1.obese_E6	X111_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3507.SQ.4.obese_E7	X112_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3509.OM.1.obese_E8	X113_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3513.SQ.4.lean_E9	X114_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3524.SQ.1.obese_E10	X115_Dora_Neo_2024_0311_adipose_Exp1_15cm_neopepsep_60m_51.3510.SQ.1.obese_E11
sp|O95810|CAVN2_HUMAN	28.8072411691096	29.185682275713	29.2380668426572	29.3129079127988	29.4973665111923	29.445168782649	29.5455310770306	28.4757501359429	29.1264024889821	29.2639339884585	28.0854729131107	28.7646395489667	28.6362406646657	29.0128293396341	29.3239206847043	28.832245544188	29.2126482484474	28.6168253444043	29.073439813599	28.4896153011548	29.3674659007454	28.8572456437672	29.2367884691878	29.0944214105979	28.9972351375977	29.5546301058606	29.3525850608092	30.5934050658865	29.2911867919952	29.8388544262791	28.2134299717763	29.1012337453799	29.2599453167523	29.5560004214426	28.9184759640025	29.1899443922433	28.6360171243139	28.7055683250195	29.3348478480462	29.4712816011364	29.5830105286268	30.3483740754509	29.1971274285595	28.7788882692858	28.5704632794362	28.9614181193754	28.9554422466393	28.7647279125097	28.6261216534531	30.3448957350936	29.2772626999407	29.7171434669652	29.1624588426969	28.6991458836604	29.3793687538787	29.4483118156084	28.7926717619874	28.8947309036016	30.0596010187673
sp|O95816|BAG2_HUMAN	21.9348193382892	21.6897318901544	21.5724653805382	21.3827835707231	21.143726964441	21.5901812082874	21.838834386083	21.3820809788265	21.5378933606008	21.6358209086487	22.0685565771343	22.0640682439109	21.3982144604816	21.8255738783576	21.2841015933509	21.2743907314112	21.3205494505246	21.2007050471632	21.762996176884	21.3252666751483	21.3352610472578	21.5677253455018	20.8715503314514	22.3156147825298	21.2187951926587	22.4270726146282	21.8940456951345	21.2544438401399	21.3387882266798	21.0048808565622	21.6953661884893	21.2773718761585	20.7542507864414	21.4082674361943	21.3492029850534	21.9251535668537	21.4334205790351	21.2342033886947	21.0212917731168	20.9021835503973	21.5652989545264	21.1357759030346	21.1564228016505	21.4381756742405	20.6599578643646	20.7654390174364	22.2130053675295	21.1359583137459	21.0177274067337	21.7779574792154	20.9400738811833	21.9152425370344	20.5116223940787	21.5176824360816	21.1011679660534	21.5728669370617	21.5446592598012	21.6878154243522	21.5878665643463
sp|O95817|BAG3_HUMAN	26.1229281797047	26.9073165287856	25.2758202399482	27.1634751331407	27.3126516411572	26.1196220320642	27.6866295740841	26.3009823109326	26.8565726765115	26.4093157891681	25.7807298148817	26.0392418707606	26.7384708584644	26.1305585446678	26.8120564663242	26.7296428535973	25.8295560909766	25.8490168359685	26.5058122657806	24.8526403472307	26.6672201162002	26.3549331669089	26.5826499593241	26.7182780873224	26.58204654623	27.3465935554561	26.8027187883896	28.7897306045018	27.1273365436681	25.9691065265604	26.2382778880132	26.7081923138597	27.3176903059359	27.0002061209409	26.2857380382839	26.3500377492113	26.3262978195283	25.8055720606685	26.4851293265425	26.559699784174	26.7735641746452	27.8827169560551	25.5231500408869	26.4977917628915	26.5150339235659	26.7319704476369	26.6629635958406	26.4011578481693	25.4194604198841	26.7471982942344	27.5574376521275	28.5024661247377	27.4758002280181	26.3201561092475	27.296589066486	26.4827855492217	26.3268346496845	27.1575578404519	28.7096836458243
sp|O95819|M4K4_HUMAN	21.1670284498985	19.8015743003235	19.5226925318012	20.9380529736989	22.6432273764845	20.6112875248258	21.3481028826281	20.8762230817132	20.9598330375582	20.6082655981457	20.0162113440731	21.1795392964331	19.6034595000327	20.7749717628292	20.8338101789101	21.0009199137349	21.3598373602474	20.9415664755881	21.1188573399077	21.4461240598091	20.574982575059	20.3074226454285	21.0304010300195	19.9465523249831	20.4786518459192	22.1262069966261	20.3336160367924	20.031528234699	21.1500298084948	21.4420856616502	21.3486464725648	21.1888765884547	21.5698196108265	21.3634100348431	21.9503160367346	20.1167653505215	12.5621685873938	20.2127558527227	18.0577846803039	21.5840895846907	21.6685596392302	22.0072637464376	21.6339715592618	21.6444724215788	21.0678007002046	21.5591778963277	19.7328482646466	18.6777467013878	20.5379351924702	20.5412528057513	21.7384916727211	20.629961001168	21.4515416163342	21.162508303725	21.9357592955642	18.4679497506148	21.3200739077915	20.9638079414904	21.0898225630951
sp|O95825|QORL1_HUMAN	23.1878860624055	24.8393517256094	23.7681438170459	24.8248885955131	24.6203276998134	24.1368076133328	25.1029110879933	24.8618696991441	24.9552671897734	24.6472250865592	24.6614207436703	24.4162501857253	24.4800540528083	24.3498373537049	25.0899302213829	24.6629808696407	23.9088072642257	24.2995545955435	24.803591655619	24.2195178211857	24.9721434519649	24.4390070377515	24.5667740386931	24.7305429532649	24.4173489754821	25.3236986422181	24.8529650431399	23.4024366346935	24.7309062492788	24.8753188373046	24.8005387751321	24.3210675327576	24.9625035707234	24.3731914158831	23.4617246904431	24.5763532013933	24.7258925222054	24.5286196188161	23.9718124305995	23.9847880131241	24.6434299401408	24.9630242574412	24.2915580109341	24.1304083141855	23.8828454750112	24.3237084516455	24.4122602771068	23.6797329707891	24.4559142594486	25.1850482470375	24.9836830632551	25.0242942206271	24.9140273455182	24.5329711059097	24.9395237454555	24.6921032625639	24.0389957609677	24.4593964469705	24.732482197511
sp|O95831|AIFM1_HUMAN	26.6104093209379	27.0122028599691	27.1333744261618	26.3838018701714	27.5057421623894	27.2375346296639	26.9875852645729	26.4850725249932	26.5438868466967	26.3420859843583	25.8642361491271	26.6975577258213	26.6498336880307	26.3215556130884	26.5880003267097	26.3329668142999	26.7592758338356	26.6656292988828	26.4376203433896	27.1283417864032	26.992562468686	26.0230353190636	26.7659338121653	26.5790680981669	26.8205760472088	27.0033700022631	26.6053976456998	28.7353566854487	26.7036726998328	28.2416668268435	26.9419085234588	27.0385381497717	26.7497806582316	26.7553707825734	25.7651184464379	26.2294853230252	26.6496903664166	26.528112569563	26.8835595243353	26.6755124157822	26.4274812763515	27.5444089695159	27.1814439100149	26.029388559568	26.109666079218	26.680955648615	26.780740872773	27.8109958022413	25.9781539427309	28.0270522903741	26.9212485497443	27.6534696839742	27.2340738812945	26.3027526995623	27.1390619413224	26.8189337109196	27.0643888166811	26.7294800877644	27.3023950491137
sp|O95834|EMAL2_HUMAN	26.9261804552585	27.5415389629755	26.6834703411118	27.5623935231111	26.5915806607154	26.9497646137886	27.5754706324366	27.2919987417875	27.4070650453895	27.4689498840112	27.1051240674128	27.4025191463983	26.6577763025513	27.0277203097195	27.4565489803545	27.4987821152571	26.9830940949256	26.9062555380533	27.5545532117981	26.2561755090492	27.5370745972108	27.3026792528896	27.342100282915	27.3680704739705	27.4374277704742	27.6230146050669	27.4254395617579	25.9686602669981	26.8756075283673	26.8889117561764	27.4531266575751	27.2555534702899	26.9744952154488	26.9995038968585	26.9791562121341	27.5559293885548	27.1646323054564	26.9223775389725	26.7241705686604	27.349494492246	27.5507775564146	26.0792915112067	26.8374669493449	26.8708306575775	26.4380634315486	27.4124357533225	27.4445509476701	26.0416846292928	26.5626711547036	26.609388751815	27.7362314644564	26.3386572480577	27.1416266793135	27.4640368862601	27.3573825747461	27.3855168772379	27.1040120961954	26.3868924877067	26.0744358786891
sp|O95848|NUD14_HUMAN	23.7309259721502	24.5828437949525	23.5237417919182	24.5927234463593	24.2786441958365	24.3902214634229	26.1595538191164	23.3230482047606	23.9917930752186	23.789240640207	23.4209782941295	23.1222518801962	22.902296338629	22.9854513959283	23.9708643522328	23.5207303428516	23.0435713708904	23.4269708078013	23.6981664093762	23.8262863416474	23.6516790583411	23.8817168387092	24.163673803753	22.7590894341043	23.4854867388587	25.8858449555213	23.9742716458065	23.373784082746	23.7869134953697	23.5876833389226	23.3729593891052	24.5830743513557	24.1825779070612	24.2988515488438	24.2161277333485	23.5601368484535	23.6170943025707	23.4413520138734	24.0786319700124	24.5193601159722	24.7187471039271	25.0976260008267	23.5628852076032	23.578920312347	23.3222598294398	24.3033436389512	23.2986831233165	24.0735586650513	23.5960008439096	25.9213752383233	25.6781007924848	24.7582944309836	24.2375056640827	23.3475940996648	24.2384009975524	23.479788329136	23.4862954905266	24.126940556184	24.3420985324094
sp|O95861|BPNT1_HUMAN	26.1052532318104	26.025540428071	26.7142250513911	25.8223060539855	25.985075931009	26.7860220210691	24.9544356542178	26.9762110073838	25.8286962642846	26.4484794816562	26.8273180110876	26.6196970466792	26.193825941102	27.0499912519498	26.1953107250925	26.3198794720352	26.179135361657	25.9444488942154	26.6922888817237	26.421206818871	26.5200203080201	26.6013265850044	26.6968131455202	26.7768148425001	26.2503966359989	24.9572514974751	26.5666942309826	25.066049159766	25.8958220350161	26.0382105326452	26.6804020054427	26.4714903248481	26.1759476445806	26.1505051621401	26.2644259400048	26.5802373531612	26.7148363385899	26.7719670339976	26.3998179984349	25.9497936333509	25.7104705974764	25.7199852329829	26.968640585331	26.7917230102292	26.1337192454715	25.9771303621426	26.6991880290982	26.4502870764165	26.1014619570236	24.9637036440337	25.6486246280181	26.0480963429235	25.5527042700904	26.5510099766809	25.6133741145054	26.5677009937353	26.435740492778	25.8322022877657	24.9170491998011
sp|O95865|DDAH2_HUMAN	27.8042978218849	29.6272256981454	28.0069315021443	29.5751048563592	29.0768912619709	28.6287635294411	29.5339835624897	29.2662853425827	29.8338430872153	29.4031300701808	28.9230251035248	29.2299589671121	28.6244087357239	28.7873636761118	29.6153577737164	29.6590422873741	28.1006385293405	28.3302440104261	29.3582901443524	27.576414988803	29.5766493945143	29.402458231791	29.5789755838346	29.3892075753585	29.2876520707859	29.4886939275973	29.3510155935482	26.7286847468802	28.7478120327552	29.3451766155478	29.150373172659	28.6300456627529	29.1864426295245	28.9481188276301	28.0473100703256	29.6136619886668	28.9276677303557	28.8597691006558	28.9262455233715	28.736936593906	29.3858544762154	29.2097416897906	28.7389274657628	29.2053496421825	28.1920301417003	29.1033289450728	29.0243343583393	28.155335367034	28.2283503676712	29.5613708801958	29.6025812839736	29.3476495941468	29.1839181464625	29.2261359975541	29.1654925352804	29.4787525823478	28.9630941133592	28.8125346390802	28.6368898699686
sp|O95870|ABHGA_HUMAN	21.5374065811861	21.3320334202661	22.8027456413054	20.9544122114265	22.6077176572372	21.2984710466365	21.336794304051	21.5317207958797	22.4528780204613	21.4978484400041	21.9053902875518	21.7803542516501	21.9748494757853	21.4298167199315	21.4551848627138	22.255632293432	21.644724441479	22.0827471863467	21.9194643065393	22.1881923003762	21.8076905837257	21.7380201297917	21.5434179968375	21.8510972194729	21.4629553789178	22.9705195766464	20.9665297100766	22.9576063214396	20.7518647074363	21.2053692480684	22.3536924957202	22.2206359399994	21.0623417737459	22.510616736571	23.3894028140017	21.557905211557	21.7341567420762	21.5196830986825	21.5327123777798	23.9427573243648	21.7330897088577	22.7565214451061	21.2747634821952	21.3737604094866	21.4936554719434	21.799346387043	21.2899239108705	22.5280266445428	24.6115615389191	22.2794297254034	21.7258041407347	22.0618611421781	21.6518713806065	20.7619121013079	21.5658482497082	21.8121465596175	22.516956164355	21.9496527301974	22.4642632627136
sp|O95881|TXD12_HUMAN	24.0540363461743	25.422629664542	24.0374495904316	25.7255320793626	24.5999351570191	25.163606923376	25.9120403199729	24.8634221999682	25.6047750963852	24.7882129351907	25.259505542174	24.7470132572489	24.5644024723849	25.0009888104417	25.7387029345253	25.0328404716774	24.1082764189615	23.9413151514597	25.0971007533192	24.06342952439	25.4005397151497	25.3166894709242	24.9131887374744	25.0087536274576	24.6566744704706	26.5864187333828	24.6925125130294	24.9855852209914	25.4161753581439	25.2728360719803	25.5719291197648	25.0384635812946	25.5736875913469	24.3042064533608	23.7718315324669	25.2275955533923	24.8594322642556	25.0964557176633	24.4826177559715	24.007850598383	25.8086757772603	25.3495102708431	23.7307081776851	23.9499843680959	24.3031974440891	25.0305806949519	24.683065769927	23.9805156541559	23.8469612632413	24.8538101801421	25.8090904723401	25.2316767599337	25.9562458162374	25.0803150151589	25.6725113484925	25.2530040531229	24.6040192247762	24.7422671841692	25.4028823880157
sp|O95967|FBLN4_HUMAN	21.9639031278602	22.0473390191512	24.4851187255583	23.3531360212007	22.3836482161237	23.371315458337	22.6736150167004	22.5095568549233	22.5509500940436	22.6199816906758	24.7388483656705	24.3692255303985	22.717967184395	24.6699752322838	22.1371562334552	21.9237405825086	24.0080638676265	22.7304474897261	22.8880255716188	23.7783090726793	22.3327419558822	22.582642235388	22.0567429356243	24.1519872210269	22.0508187519642	21.5361216854967	21.8641533659034	24.5760101774733	22.7509735766611	22.9662004972909	23.8049173244274	22.6837885187555	22.9206576039274	22.0956809037524	23.1053636911642	23.7206801508836	22.692115598394	23.5621111936436	23.8225661818019	22.0339108857379	23.3301492689939	23.2721522133515	24.1061518869365	22.9102056027178	23.4258275898717	22.4846258580443	22.8430417626573	23.8246377196397	22.678968607819	22.6613962395762	21.8944987654825	24.5953438611605	22.7851697543724	24.0857166022874	23.3102250508082	23.568692598306	23.5498013620951	22.9059530383505	22.9717839724987
sp|O95980|RECK_HUMAN	19.0178147055825	18.4397769599123	19.7793039357619	17.8474313300798	18.0730740207864	18.9236423139543	16.9875729080569	19.5927001680061	18.7900883790991	19.0067792968886	19.3531744204465	19.3226974545782	19.2748088569269	19.7762504066978	18.2246004335737	18.3461242367828	19.4959934076591	18.2282121470067	19.5325638253204	20.0812328165415	18.6991676438748	19.1554000007021	18.3578696402701	20.110007863554	18.6922382718263	16.5986331082099	18.7841019936973	19.0642966300507	18.0456931589389	19.7542475947727	19.0943073501743	18.3939392208139	18.0275042172832	18.4023338893599	18.9969598025945	17.8215454732711	18.5189364105659	19.0734682246706	18.3441635675893	18.857874094748	17.1629802004137	18.0917017732028	20.3748516354884	19.0417426837028	18.9522950413765	18.1715357155272	19.6650087077127	18.6935678303858	18.1807902501683	16.619817843196	16.8702310062157	19.4227225967273	17.5439533770467	18.8559552514077	17.7495370380238	17.9515314858583	19.0103494235578	19.2271134985813	17.9258343664688
sp|O95989|NUDT3_HUMAN	22.7557496947001	24.2890559370811	23.6511863724856	25.0340819202522	23.3851400143144	24.1665412319249	24.9878844671327	24.4537600920689	24.857187666004	24.2794808818337	24.3949227436246	24.3168444429138	24.0292778557713	23.9969964258202	24.5116731350207	24.4805918296094	23.5342274940478	23.6619612335846	24.5383446678368	23.4296177648619	24.1809312413265	24.3780078268267	24.396535769572	24.5565379331138	24.2364252330485	25.3013994151064	24.4646374191592	23.6903996214282	24.6871225833914	24.6741128678554	24.5169933914293	24.183418086849	24.1462708094071	23.5056389701128	24.2120304886583	24.4168370348542	24.1786337522903	24.4995483547203	24.060704589178	23.2252750607024	24.399532192844	24.2714285862776	23.8324169690093	23.4009607174158	22.9814400215591	24.2288548822754	24.3764640697734	23.894794909827	24.492811133838	25.3072841919509	24.428820333828	24.132343116429	24.5778719987269	24.2714443408249	24.2770003401033	24.5621221160072	23.6865065197089	24.2409225284748	23.7821733409929
sp|O96000|NDUBA_HUMAN	20.2035135634151	21.3191536676201	22.0796646642661	20.6774395522811	21.4542278066778	22.7335268607633	21.4720299787622	22.332029505996	20.8577535035032	21.3784639048415	21.8444409971178	21.8801581974833	20.2297892906923	21.416382399379	21.2918573733822	19.9513576668383	22.1834688095831	21.8260924472054	22.0869136503905	21.974587390203	21.585908349858	21.1098677517419	20.786076840065	21.9188955607548	21.0637132539866	21.646917730794	21.3747953953051	21.7988369383995	21.6079406002599	21.6924532617805	21.5515127931141	20.0403462865186	21.6425288697843	21.0435390911415	24.1234366361725	20.9092058636429	22.7602126618539	21.559657648877	21.4361308028339	20.9225429585827	20.1489804880286	20.9483978100924	21.5904773773806	20.6930405578849	19.8163683169686	21.0514446361486	20.851417225668	22.3004016985637	19.7460401381146	20.3639003489821	21.6269351910894	20.8544608359995	21.0487935049433	21.1877860237976	21.6161390695626	21.2430055353772	21.4003313991016	20.5194719677972	20.7125216754747
sp|O96005|CLPT1_HUMAN	23.6340465393815	20.0702233021335	18.9505565683086	22.2379753218648	19.0489715738612	20.7543894777011	22.7594000174391	21.4093359338531	19.3167268572609	22.4385827685245	20.3099985231035	23.2799490401254	22.3572795624144	22.2892852537536	22.5943175645371	22.5008021859422	19.4379979540731	22.4578755950241	21.711966235409	22.5615763941442	22.4971898659065	23.0172537074003	23.220277853488	22.3579101131022	22.9021692470909	18.378603181981	21.7892233445208	23.4675764228814	20.0972418669901	20.5900899543719	19.5400049050679	23.503678837555	18.9319538324944	18.3653280218846	23.1590891270554	22.1108710823746	22.1657851915187	19.6641567386617	21.2479648326777	19.8826733953887	23.2315210350762	20.8124581634297	22.4281343493469	24.55237552662	19.1644926330161	19.3407617029679	20.0071219704263	22.0795022777556	21.274671523152	23.7789206671657	19.5267354612601	18.0561949977886	22.761779503278	22.1477261236629	20.9232245179969	22.1151968798744	22.8935442491753	19.2319708230045	18.6742659854932
sp|O96007|MOC2B_HUMAN	21.9545497214249	21.5929782365316	22.6579636066675	20.3689883826058	21.3696061976681	22.044671440227	21.6710167647631	20.8461989278259	21.4526361091442	21.5749512028592	20.4052247963435	21.3730442875024	21.582501865033	20.8334307060869	21.4162196886134	22.1357269849892	20.5755929947665	21.2099722827576	21.0807158831886	20.5831703527698	20.8078153696154	21.3706710175534	21.366682411479	21.7554999621725	21.2340829004623	22.2847181048097	21.9178474725067	22.5972299616573	21.4952038971495	21.8771928920288	20.9771107830343	21.8037592006288	21.4751360815186	21.7982602169613	20.5689560675392	20.7624998021642	21.3310841487529	21.2246937850251	21.8515463221735	21.5994271701448	21.4305570448645	21.335999812833	21.3893477611347	20.7410261847781	20.7851839289174	21.5117624629318	21.4565540289435	21.8251402735673	20.6622503957541	21.9433842991704	22.132870338765	22.2850322149566	22.2772735146093	21.6123481411298	22.0699528182095	21.4576413731217	21.6354755156472	21.9560103252371	21.8922142356733
sp|O96019|ACL6A_HUMAN	24.3796452868888	23.9932110859619	24.191962087236	23.9414356500876	23.5875984659077	23.7976069797961	24.1912310882589	24.7688431537605	24.6425718184448	24.0972967981411	24.8903427285201	24.9368092235766	23.5179438687672	24.6569000714323	24.4665106209549	24.0724002547869	24.0916807083376	23.9855492020886	24.7487966801392	24.2599028523205	24.8575822457018	24.7160872464697	24.4371760856497	25.0961362405962	24.6816675491785	24.1415394983219	24.7041796487202	23.8074977930458	24.6234582939803	25.0639945861678	25.0416190970923	23.6375056520975	24.0272598152178	23.3880824688155	24.4873619453836	24.4206675460597	24.8192440903092	24.3815377227831	23.962031534216	23.6518064562872	23.7972613285679	22.8362910172708	24.1593301425243	23.8464108843059	23.7983248556842	24.076492053913	24.2747117033135	23.7065150536829	24.2253881162439	23.0758857367245	23.9104727319688	23.2475455168535	24.3076641240078	24.625571616275	24.0980877091726	24.7816442867589	23.715648551168	23.7647616078491	22.9891043602995
sp|O96033|MOC2A_HUMAN	22.7455659434031	22.9151222242288	22.5996691591384	23.1289993349319	23.0128790442191	23.3579739754832	24.082023628451	23.2979897615818	23.2144442753882	23.0785854848769	22.5532328296524	22.530035408509	22.3784708889692	22.7311062936059	23.2672372378036	23.4550537825032	23.0873836145645	22.4077397174411	22.6841129522873	22.7491866946487	22.8200795770275	23.1331162520676	22.9716137795394	23.1568761480133	22.5463157024105	23.8356732732547	23.2679115050178	23.0641768730964	22.3667221058149	22.937634639178	22.8061389262598	23.034759009982	23.3232563134749	23.0810709782039	23.3949988203889	22.8858996867693	22.8254697307623	22.9054439418665	22.3538547930898	23.2019176913704	22.8537020309493	22.882549478585	22.8626611271021	23.006002191008	22.8638865810213	22.771463673419	22.9719908819009	22.6176103477093	22.7709124386736	23.1495341680281	23.2673843411293	23.4283766425798	23.8587612581902	22.739426939785	23.5637895647332	22.8293395843307	23.2820231816411	22.26210653334	23.2293575747461
sp|P00167|CYB5_HUMAN / sp|CYB5_HUMAN|P00167	25.1190507444199	24.7510637404029	24.7777089621023	24.0648174495724	24.7558317255942	25.3188064331248	23.8498735826777	23.2934336356029	22.8052364813088	23.4814170113523	23.1055738741031	24.1108859290045	24.8984899259755	23.0453570230207	22.9408683142391	23.9924740393689	24.4884840524479	24.9152832353736	23.3122636077404	25.0600431489314	23.5205839641072	23.4332383924631	24.0461892120391	22.9094536692704	23.5068115150665	23.7030755578773	23.2263399437114	25.450382927745	24.2597540881938	24.6102786322358	24.3317206468958	25.0176237850237	24.7125226729356	25.440163277286	25.1035645136564	23.5427715712688	23.4314389677617	23.3027094895117	25.1383442978726	25.0597500018125	24.1740565342003	25.3052195133188	24.6241623001981	23.5645741669772	24.769936017757	24.7581202802252	23.3862257189682	26.2231677912293	24.4957517088662	25.0783827539621	24.4544438862863	24.8481625511318	24.5209154619332	22.5468994777948	24.6645530697141	23.114352180418	24.3006739846735	24.68140219251	25.2998718292505
sp|P00325|ADH1B_HUMAN	32.4240024884404	34.092157642397	34.05498485154	33.3856236912823	33.3581196899343	34.476490952373	33.3943232488833	33.5621868867603	34.4908639670879	34.3771196950524	33.5906862817484	34.3968675916764	33.4465945970571	33.3632444365879	33.5601837765807	33.8227064687799	33.5026103852707	33.1841669119914	33.1537145102524	34.6454067056567	34.4122205003081	33.5852132844122	34.7460871092266	33.785098730768	33.9559041178579	35.5263771454124	34.3565110876411	36.3797833239416	32.42949043844	34.5517529606029	34.0474047154099	32.6986017097984	34.3300816125294	33.8331028107586	32.7573718956434	33.9657234891095	33.496636176391	33.9356861743658	34.9639156332656	33.5507686618347	34.5534773121921	34.1713707182538	34.8235435901335	33.9372640813366	32.7190308945176	33.3991207105099	33.3022486121287	35.0669975935678	32.234671331202	37.0314193326738	34.5492366318487	34.0325402722049	33.9775915175358	33.7020159265775	33.1394388389629	33.8875710922423	33.6488753200459	33.8257970397353	33.9874927219749
