Protein,Mean OM Protein Peak Area,Mean SC Protein Peak Area,log2(Fold Change),P Value,Adjusted P Value
sp|Q96FN9|DTD2_HUMAN,4138714.3712082235,6215607.3702824665,0.4543520212971899,0.09002415090799332,0.17619327088395592
sp|Q96PE2|ARHGH_HUMAN,457451.00073661766,362216.09307503735,-0.5551814554188391,0.09002415090799332,0.17619327088395592
sp|Q5TDH0|DDI2_HUMAN,57079839.27294827,92112612.82133318,0.4472307523848323,0.09002415090799332,0.17619327088395592
sp|Q9HAT2|SIAE_HUMAN,44690612.18111462,53531180.43404121,0.1586845983449821,0.09002415090799332,0.17619327088395592
sp|Q9UJ72|ANX10_HUMAN,1939594.0835728927,2668935.0503008277,0.4298299585161997,0.09002415090799332,0.17619327088395592
sp|Q16576|RBBP7_HUMAN,24078228.093530614,21639050.586216282,-0.20315366348639316,0.09002415090799332,0.17619327088395592
sp|Q12797|ASPH_HUMAN,182675304.90173557,145332638.11995086,-0.5065703925514607,0.09002415090799332,0.17619327088395592
sp|Q8NBJ5|GT251_HUMAN,61090047.438941844,50626886.79591986,-0.359534571166943,0.09002415090799332,0.17619327088395592
sp|O60936|NOL3_HUMAN,406541875.3450056,435343495.63474905,0.10437438652648202,0.09002415090799332,0.17619327088395592
sp|P49908|SEPP1_HUMAN,22724148.43148058,27404762.91299314,0.306001487895486,0.09002415090799332,0.17619327088395592
sp|Q9NUP9|LIN7C_HUMAN,15066094.686173826,17455549.460496254,0.16601051162252528,0.09002415090799332,0.17619327088395592
sp|P20645|MPRD_HUMAN,3073979.6199341873,2576904.779966869,-0.3815986153293393,0.09002415090799332,0.17619327088395592
sp|P63220|RS21_HUMAN,103346557.94614042,88504492.14466827,-0.2731991063867002,0.09002415090799332,0.17619327088395592
sp|Q9Y4W6|AFG32_HUMAN,744942.3951078067,554524.6086979286,-0.48756488633333905,0.09002415090799332,0.17619327088395592
sp|Q9H201|EPN3_HUMAN,175966.2190130463,237705.05867256984,0.26840909063410356,0.09002415090799332,0.17619327088395592
sp|Q9HCU5|PREB_HUMAN,1302341.9165423587,1150464.711615128,-0.35749803079166104,0.09002415090799332,0.17619327088395592
sp|Q15654|TRIP6_HUMAN,26516170.39322727,30796144.36651596,0.18058526615686446,0.09002415090799332,0.17619327088395592
sp|Q8WUI4|HDAC7_HUMAN,7561848.579277516,10093775.091344606,0.31168996804651766,0.09456419944763184,0.18343314193580648
sp|Q96P67|GPR82_HUMAN,2117159.0254966286,2636114.802498863,0.16979478081159322,0.09456419944763184,0.18343314193580648
sp|Q9H5X1|CIA2A_HUMAN,3626777.609171852,3112946.3398540914,-0.2638745151054214,0.09456419944763184,0.18343314193580648
sp|Q9UQN3|CHM2B_HUMAN,12371695.068375537,15099424.19704609,0.20444144593808186,0.09456419944763184,0.18343314193580648
sp|Q9NYK5|RM39_HUMAN,10329304.012322042,12611741.098941261,0.13176372500325773,0.09456419944763184,0.18343314193580648
sp|P00736|C1R_HUMAN,354895743.13112813,301928306.5673913,-0.3779785399557287,0.09456419944763184,0.18343314193580648
sp|Q6AW86|Z324B_HUMAN / sp|O75467|Z324A_HUMAN,19297396.85314876,16350856.128542159,-0.33181311502608946,0.09456419944763184,0.18343314193580648
sp|P46459|NSF_HUMAN,28638057.71076787,31886652.82796207,0.15168206422572122,0.09456419944763184,0.18343314193580648
sp|P04083|ANXA1_HUMAN,724114484.7129097,940099292.304309,0.2861275683829997,0.09456419944763184,0.18343314193580648
sp|P27348|1433T_HUMAN,1299212753.3653183,1166517346.7230306,-0.1439343589414785,0.09456419944763184,0.18343314193580648
sp|P02775|CXCL7_HUMAN,80514161.8221667,128460967.73856945,0.5179292556551572,0.09456419944763184,0.18343314193580648
sp|P21506|ZNF10_HUMAN,1004116.3565180011,1302339.0079146829,0.3094899587523145,0.09456419944763184,0.18343314193580648
sp|Q99747|SNAG_HUMAN,5261381.226669571,6238877.91808997,0.08501322863104667,0.09456419944763184,0.18343314193580648
sp|O96007|MOC2B_HUMAN,2909633.350383926,3351294.838991155,0.23225782120184996,0.09456419944763184,0.18343314193580648
sp|O14497|ARI1A_HUMAN,432302.6749509016,334793.2867143475,-0.4727274283205363,0.09456419944763184,0.18343314193580648
sp|Q9Y5S1|TRPV2_HUMAN,211438.46129139655,455573.37104163767,-0.19651505417453188,0.09456419944763184,0.18343314193580648
sp|O95747|OXSR1_HUMAN,10529440.509730602,12907935.72355241,0.19642635944979253,0.09456419944763184,0.18343314193580648
sp|Q9BTZ2|DHRS4_HUMAN,9153299.616653573,15438186.227706244,0.4662840733689931,0.09456419944763184,0.18343314193580648
sp|Q9Y3D2|MSRB2_HUMAN,9533828.836430928,7615245.81302607,-0.3525643987377251,0.09456419944763184,0.18343314193580648
sp|A0A0U1RRL7|MMPOS_HUMAN,1248912.869256381,1428240.2378196386,0.3992207134782425,0.09456419944763184,0.18343314193580648
sp|Q8IWW8|HOT_HUMAN,67310384.7497808,76528048.26500241,0.09134706042981032,0.09456419944763184,0.18343314193580648
sp|Q96EP5|DAZP1_HUMAN,38083286.99694493,35171682.79581043,-0.12601708311976753,0.09456419944763184,0.18343314193580648
sp|Q8NBS9|TXND5_HUMAN,432896936.9240157,505171322.3645483,0.17680556016408605,0.0992795079946518,0.1903485253161542
sp|Q15166|PON3_HUMAN,18231575.411025204,21592957.78512839,0.22376020259707857,0.0992795079946518,0.1903485253161542
sp|Q9H009|NACA2_HUMAN,11803372.681264536,14370952.767178634,0.17898862103239258,0.0992795079946518,0.1903485253161542
sp|Q8WWP7|GIMA1_HUMAN,22106946.33828641,20624802.069136996,-0.3853055335148717,0.0992795079946518,0.1903485253161542
sp|P35612|ADDB_HUMAN,54721771.87123967,94004773.34954996,0.4214158164332352,0.0992795079946518,0.1903485253161542
sp|Q9H019|MFR1L_HUMAN,1160112.3488521515,1047356.9208698471,-0.2373429270729362,0.0992795079946518,0.1903485253161542
sp|Q96PM5|ZN363_HUMAN,1417187.9217297495,1572716.537805173,0.16067675881293894,0.0992795079946518,0.1903485253161542
sp|P14621|ACYP2_HUMAN,58993323.572826855,72886193.1392112,0.22408808478598946,0.0992795079946518,0.1903485253161542
sp|P48735|IDHP_HUMAN,570753580.0602323,520474912.14845437,-0.2899376920746612,0.0992795079946518,0.1903485253161542
sp|P24310|CX7A1_HUMAN,1460754.6364500471,2137364.0466227774,0.3336546157567497,0.0992795079946518,0.1903485253161542
sp|P46379|BAG6_HUMAN,535836.5888056441,674361.6678636599,0.2630902275352898,0.0992795079946518,0.1903485253161542
sp|Q8N699|MYCT1_HUMAN,7291414.710339157,8780401.47574519,0.3600204311067254,0.0992795079946518,0.1903485253161542
sp|P10515|ODP2_HUMAN,96655120.70706418,82902022.21614717,-0.2695201685677322,0.0992795079946518,0.1903485253161542
sp|Q9BXS5|AP1M1_HUMAN,3787856.353069682,3373741.693100127,-0.31713589839017103,0.0992795079946518,0.1903485253161542
sp|P06681|CO2_HUMAN,139315160.1031296,117351660.30057217,-0.5221220270872077,0.0992795079946518,0.1903485253161542
sp|Q8NEB9|PK3C3_HUMAN,4676316.930735157,4239993.786759988,-0.17103844703597865,0.0992795079946518,0.1903485253161542
sp|Q6IBS0|TWF2_HUMAN,90089402.79647085,78739940.81471989,-0.25656938655368233,0.0992795079946518,0.1903485253161542
sp|Q7Z422|SZRD1_HUMAN,5265179.729824498,6927258.581466945,0.3346767417463357,0.0992795079946518,0.1903485253161542
sp|P51648|AL3A2_HUMAN,372356947.9045171,347674092.35528415,-0.11361092645293969,0.0992795079946518,0.1903485253161542
sp|O94851|MICA2_HUMAN / sp|Q7RTP6|MICA3_HUMAN,450238.1573638456,676056.6167886726,0.5199161167065603,0.0992795079946518,0.1903485253161542
sp|O15173|PGRC2_HUMAN,41545874.883014925,48368217.50920139,0.15044779684105322,0.0992795079946518,0.1903485253161542
sp|O43324|MCA3_HUMAN,2918458.2205240503,2471502.52325886,-0.30065239946191774,0.0992795079946518,0.1903485253161542
sp|Q92804|RBP56_HUMAN,18470318.265799575,22752265.448334012,0.23036906182671807,0.0992795079946518,0.1903485253161542
sp|Q9Y2Q9|RT28_HUMAN,1529849.7337542162,1037794.7198419096,-0.5800934615634642,0.0992795079946518,0.1903485253161542
sp|Q14376|GALE_HUMAN,123161771.2938805,111102333.08616428,-0.22043370225464656,0.0992795079946518,0.1903485253161542
sp|P98082|DAB2_HUMAN,30313700.963778336,27660621.48089048,-0.16169845527650398,0.0992795079946518,0.1903485253161542
sp|P67809|YBOX1_HUMAN,42239691.434953645,50574441.62418051,0.19303241750536773,0.0992795079946518,0.1903485253161542
sp|Q9UBR2|CATZ_HUMAN,136019811.0298119,172385507.39647642,0.1876638953454824,0.0992795079946518,0.1903485253161542
sp|Q8NGJ5|O51L1_HUMAN,4506966.8506142935,2420097.7170535848,-0.6263948348540674,0.0992795079946518,0.1903485253161542
sp|O94769|ECM2_HUMAN,7332262.186933494,5836492.538226749,-0.3633212092888468,0.10417398810386658,0.19728925371367628
sp|Q9Y6K0|CEPT1_HUMAN,11940401.591195634,10544202.822155604,-0.23074384058177128,0.10417398810386658,0.19728925371367628
sp|Q9Y6H1|CHCH2_HUMAN / sp|Q5T1J5|CHCH9_HUMAN,4117659.5361412903,5075865.519396976,0.2443249885680963,0.10417398810386658,0.19728925371367628
sp|P08779|K1C16_HUMAN,333048802.61487633,137097167.02233085,-0.6407512416450066,0.10417398810386658,0.19728925371367628
sp|Q9NW64|RBM22_HUMAN,765143.4958740467,1052683.6637126952,2.242163219769947,0.10417398810386658,0.19728925371367628
sp|Q8WU79|SMAP2_HUMAN,9598798.046835648,8320961.127120457,-0.2324764945034245,0.10417398810386658,0.19728925371367628
sp|P09543|CN37_HUMAN,3895216.1007251884,4664995.281092146,0.20037694484462826,0.10417398810386658,0.19728925371367628
sp|P23921|RIR1_HUMAN,1497994.5762865252,2519772.782682031,0.6416008939578498,0.10417398810386658,0.19728925371367628
sp|Q92888|ARHG1_HUMAN,382113.95963282045,744981.8676417543,0.512873807240893,0.10417398810386658,0.19728925371367628
sp|Q9UHK6|AMACR_HUMAN,16647625.551012654,20887882.001767498,0.271596951561118,0.10417398810386658,0.19728925371367628
sp|O43318|M3K7_HUMAN,1692080.1651374965,2238208.8559084153,0.3087538430348434,0.10417398810386658,0.19728925371367628
sp|Q16563|SYPL1_HUMAN,16044391.408097332,14571087.196048278,-0.21322969151726032,0.10417398810386658,0.19728925371367628
sp|O95171|SCEL_HUMAN,726862.0816249783,2215416.961506381,0.650884240799854,0.10417398810386658,0.19728925371367628
sp|Q16774|KGUA_HUMAN,44757084.98278006,38866917.04110593,-0.1975383462671964,0.10417398810386658,0.19728925371367628
sp|O00487|PSDE_HUMAN,21377723.492578957,23890931.863886118,0.1514577818425106,0.10417398810386658,0.19728925371367628
sp|Q9NY33|DPP3_HUMAN,151534224.06947845,175270262.09321752,0.1274507534228606,0.10417398810386658,0.19728925371367628
sp|P01854|IGHE_HUMAN,1076582.8131934856,1658390.3405310109,2.2604435704299464,0.10417398810386658,0.19728925371367628
sp|Q14240|IF4A2_HUMAN,25927532.035154857,22570162.725759573,-0.2694730120220962,0.10417398810386658,0.19728925371367628
sp|Q641Q2|WAC2A_HUMAN,20178632.915057715,22508458.679983225,0.1582290215522073,0.10417398810386658,0.19728925371367628
sp|P63098|CANB1_HUMAN,390159.5504187358,498068.5989067504,0.42748404825366065,0.10417398810386658,0.19728925371367628
sp|Q9NRG0|CHRC1_HUMAN,2421885.9622931695,4511070.583184579,-2.976498760407039,0.10346927635338328,0.19728925371367628
sp|Q07283|TRHY_HUMAN,4337010.128905323,5633237.907131101,0.30490950448615717,0.10417398810386658,0.19728925371367628
sp|Q8WXA9|SREK1_HUMAN,677610.8923871869,491349.34086848947,-1.617479776638943,0.10417398810386658,0.19728925371367628
sp|Q9NRX4|PHP14_HUMAN,195164747.38855416,225633708.88223243,0.15738605154895713,0.10417398810386658,0.19728925371367628
sp|P61018|RAB4B_HUMAN,78728151.5573682,88205530.72634779,0.1936205201347109,0.10417398810386658,0.19728925371367628
sp|Q8WUN7|UBTD2_HUMAN,2281519.885271228,3294648.5639373544,0.6154486836003068,0.10417398810386658,0.19728925371367628
sp|Q8N4L2|PP4P2_HUMAN,1522579.2725609427,1815777.7918949693,0.15055866726090358,0.10417398810386658,0.19728925371367628
sp|P60002|ELOF1_HUMAN,883490.7791076308,660032.0674531843,-0.45044682848437506,0.10417398810386658,0.19728925371367628
sp|Q8TER5|ARH40_HUMAN,126392.2918189268,200380.50029495193,0.6439024934677605,0.10346927635338328,0.19728925371367628
sp|O14974|MYPT1_HUMAN,61131225.10022939,56051743.8899253,-0.13739237325261108,0.10417398810386658,0.19728925371367628
sp|O75688|PPM1B_HUMAN,50458258.52920193,58033763.66553789,0.07948134056994302,0.10417398810386658,0.19728925371367628
sp|P05204|HMGN2_HUMAN,21886814.04532984,29800837.389902234,0.3627584442405573,0.10925160348415375,0.20496420841299995
sp|Q16531|DDB1_HUMAN,272492889.0405087,318131707.099074,0.13948525038153203,0.10925160348415375,0.20496420841299995
sp|Q96K21|ANCHR_HUMAN,17447844.99402572,19470225.087483995,0.14202765347306415,0.10925160348415375,0.20496420841299995
sp|O95302|FKBP9_HUMAN,49833263.94335354,61203331.49582505,0.2145077487682824,0.10925160348415375,0.20496420841299995
sp|Q4V328|GRAP1_HUMAN,12439199.926465916,13260874.159603028,0.11658144027789986,0.10925160348415375,0.20496420841299995
sp|Q9BXP5|SRRT_HUMAN,2036482.2785975758,1471107.2944363,-0.4028394368987535,0.10925160348415375,0.20496420841299995
sp|Q99996|AKAP9_HUMAN,99086144.11263692,120542792.43508554,0.267301942421846,0.10925160348415375,0.20496420841299995
sp|Q08722|CD47_HUMAN,23951181.342343897,21379398.396343254,-0.18786141778627877,0.10925160348415375,0.20496420841299995
sp|O43172|PRP4_HUMAN,6497015.370594847,5386700.103840223,-0.2582767425298463,0.10925160348415375,0.20496420841299995
sp|Q9Y2W6|TDRKH_HUMAN,45281118.32977229,55943152.438301496,0.37878924197549274,0.10925160348415375,0.20496420841299995
sp|A4D126|ISPD_HUMAN,864703.6986167851,760703.9223813068,-0.23424705065123577,0.10925160348415375,0.20496420841299995
sp|P41236|IPP2_HUMAN,11247291.763692336,14299007.101898089,0.27722573575055015,0.10925160348415375,0.20496420841299995
sp|Q9NQ79|CRAC1_HUMAN,4992243.416339038,6097140.342124267,0.3543636785631,0.10925160348415375,0.20496420841299995
sp|P22695|QCR2_HUMAN,38762718.263655476,32295672.268441316,-0.2040488282367679,0.10925160348415375,0.20496420841299995
sp|P61009|SPCS3_HUMAN,1639547.3173807443,1434506.2973598687,-0.34771049206075016,0.10925160348415375,0.20496420841299995
sp|O00160|MYO1F_HUMAN,3108672.8814393696,2450779.8553451584,-0.3685058057004643,0.10925160348415375,0.20496420841299995
sp|Q9Y2R9|RT07_HUMAN,48597678.62163793,41387179.1656668,-0.35826627507593894,0.10925160348415375,0.20496420841299995
sp|Q9HAB8|PPCS_HUMAN,68229049.51888727,62689955.78316708,-0.2568966945120321,0.10925160348415375,0.20496420841299995
sp|P0C0L4|CO4A_HUMAN,4071922415.188732,3454632650.5544763,-0.34491409144073554,0.10925160348415375,0.20496420841299995
sp|P36575|ARRC_HUMAN,7437781.96682884,6678453.306279579,-0.20027163477051363,0.10925160348415375,0.20496420841299995
sp|Q86VS8|HOOK3_HUMAN,1165696.2636532807,1311961.6316180234,0.4216371491455823,0.10925160348415375,0.20496420841299995
sp|O43776|SYNC_HUMAN,120530376.82502855,95960031.24015962,-0.45694461172393197,0.10925160348415375,0.20496420841299995
sp|Q86T13|CLC14_HUMAN,4570875.410589053,5317180.421721377,0.2284926393476104,0.10925160348415375,0.20496420841299995
sp|P31146|COR1A_HUMAN,205812464.10781392,215322946.21362138,-0.3106921832864457,0.10925160348415375,0.20496420841299995
sp|A0A1B0GVR7|F240C_HUMAN,823200.1957526123,1209928.9224857574,0.3876616130393352,0.11451615393161774,0.2115331111308058
sp|Q5VY43|PEAR1_HUMAN,1518741.581671146,1975468.627382346,0.35900398811093925,0.11451615393161774,0.2115331111308058
sp|Q12899|TRI26_HUMAN,685186.0067146149,516769.3052399315,-1.2196427105519605,0.11451615393161774,0.2115331111308058
sp|P15153|RAC2_HUMAN,114119319.83981259,143516460.38462415,0.22179307679040733,0.11451615393161774,0.2115331111308058
sp|O75879|GATB_HUMAN,320676.73177614104,399674.2865851474,0.2215945940582213,0.11451615393161774,0.2115331111308058
sp|P16949|STMN1_HUMAN,93874508.16938464,130582173.58806266,0.3478994168979999,0.11451615393161774,0.2115331111308058
sp|O43813|LANC1_HUMAN,189059821.29162782,243948581.53489205,0.21217247012294646,0.11451615393161774,0.2115331111308058
sp|Q9Y2I1|NISCH_HUMAN,6086321.76428911,5259824.994588732,-0.39088619845868916,0.11451615393161774,0.2115331111308058
sp|Q63ZY3|KANK2_HUMAN,15916311.61310798,14742034.372386156,-0.14952924314402147,0.11451615393161774,0.2115331111308058
sp|Q9NPD3|EXOS4_HUMAN,1705057.213403286,1582560.5811932185,-0.22379534658900055,0.11451615393161774,0.2115331111308058
sp|Q9NR45|SIAS_HUMAN,109023756.2476671,98135550.8758126,-0.10444920318327153,0.11451615393161774,0.2115331111308058
sp|Q5U5X0|LYRM7_HUMAN,1301410.2004712443,1940937.3226700935,0.4200111057610962,0.11451615393161774,0.2115331111308058
sp|P40616|ARL1_HUMAN,1311807.779358506,1593041.0121813829,0.2565599138120964,0.11451615393161774,0.2115331111308058
sp|O95278|EPM2A_HUMAN,5552381.383774234,6324732.011647009,0.0802156213090071,0.11451615393161774,0.2115331111308058
sp|O95232|LC7L3_HUMAN,491312.55521407264,455898.00105506124,-0.40493917194222145,0.11451615393161774,0.2115331111308058
sp|Q7Z7C8|TAF8_HUMAN,2019879.4562553093,4567203.20167858,0.34630124958523606,0.11451615393161774,0.2115331111308058
sp|Q9H3S4|TPK1_HUMAN,961905.561258334,1330192.083099945,0.18587217735856434,0.11451615393161774,0.2115331111308058
sp|Q8IWV8|UBR2_HUMAN,89394.07758378428,56186.5804631844,-2.5391697462253857,0.11451615393161774,0.2115331111308058
sp|P82094|TMF1_HUMAN,719409.1147803122,1022285.5732889279,0.26251710197813566,0.11451615393161774,0.2115331111308058
sp|P35754|GLRX1_HUMAN,144193376.2531288,161913182.20710412,0.12300526328058911,0.11451615393161774,0.2115331111308058
sp|O00560|SDCB1_HUMAN,11451038.076286124,12977245.767918305,0.1794540686309356,0.11451615393161774,0.2115331111308058
sp|Q9BUE6|ISCA1_HUMAN,448890.3802359531,720892.1602816733,0.7127070944333782,0.11451615393161774,0.2115331111308058
sp|P02749|APOH_HUMAN,163138564.36797932,242272616.0404655,0.5513347660462147,0.11451615393161774,0.2115331111308058
sp|P61221|ABCE1_HUMAN,22623040.277839433,20407822.376729924,-0.1678334940993572,0.11451615393161774,0.2115331111308058
sp|Q99459|CDC5L_HUMAN,2656292.607622768,2246530.86612435,-0.3543715868855108,0.11451615393161774,0.2115331111308058
sp|A6NED2|RCCD1_HUMAN,381286.61633854086,443381.2106804699,0.2653036164377144,0.11451615393161774,0.2115331111308058
sp|Q14678|KANK1_HUMAN,5521106.28270051,4934100.89962862,-0.16705847466220683,0.11451615393161774,0.2115331111308058
sp|P08590|MYL3_HUMAN,15548227.499667373,40705159.55544837,0.42545949624607843,0.11451615393161774,0.2115331111308058
sp|P55209|NP1L1_HUMAN,14613532.655187491,12636814.00109196,-0.23518369353683927,0.11451615393161774,0.2115331111308058
sp|Q9UNS2|CSN3_HUMAN,8349964.336494632,8176029.60034711,-0.18858326997391103,0.11451615393161774,0.2115331111308058
sp|Q96D15|RCN3_HUMAN,1723684.748190663,2449689.352750587,0.38173659333424287,0.11451615393161774,0.2115331111308058
sp|Q13464|ROCK1_HUMAN,214461.6006512247,427949.94502561714,0.0792199674450608,0.11451615393161774,0.2115331111308058
sp|Q14653|IRF3_HUMAN,1291225.5574502673,998749.0745914977,-0.2895646759098499,0.11451615393161774,0.2115331111308058
sp|Q8NHZ8|CDC26_HUMAN,500296.44519284606,756492.8695081675,0.2189056831312421,0.11451615393161774,0.2115331111308058
sp|Q6P179|ERAP2_HUMAN,29560461.953448337,23495585.892211247,-0.26374951287057863,0.11451615393161774,0.2115331111308058
sp|P0C0L5|CO4B_HUMAN,4109923220.925189,3470827900.7670126,-0.3511211749853106,0.11451615393161774,0.2115331111308058
sp|P50897|PPT1_HUMAN,15062420.826880455,16960128.62788635,0.17514702390428902,0.11451615393161774,0.2115331111308058
sp|Q8NG27|PJA1_HUMAN,351535.3613401009,430926.9248233461,0.09278629163300019,0.11451615393161774,0.2115331111308058
sp|Q8N6H7|ARFG2_HUMAN,6981246.593986048,7785450.031878627,0.13157819943697152,0.11451615393161774,0.2115331111308058
sp|Q13363|CTBP1_HUMAN,47128825.50893351,40545386.17035895,-0.22791840678740716,0.11451615393161774,0.2115331111308058
